datetime,open,high,low,close,volume,previous_close,mom,rsi,mfi
2023-07-31,563.00,564.29,559.05,560.67,1365900,563.32,7.08,67.55,89.13
2023-07-28,564.58,567.81,562.62,563.32,1371400,561.83,10.36,71.77,94.29
2023-07-27,567.72,571.16,560.60,561.83,1485300,566.17,15.13,70.82,87.47
2023-07-26,565.51,568.03,563.42,566.17,1306400,565.19,27.72,77.91,84.04
2023-07-25,566.77,567.55,564.30,565.19,1602500,563.93,27.19,77.43,78.26
2023-07-24,558.00,566.57,555.88,563.93,2086400,557.86,34.29,76.84,78.23
2023-07-21,559.17,562.05,557.45,557.86,5263900,556.96,30.85,73.75,77.27
2023-07-20,553.81,561.07,553.71,556.96,1732800,554.11,31.91,73.26,74.29
2023-07-19,554.48,555.89,552.02,554.11,1261100,553.59,16.74,71.71,68.95
2023-07-18,552.67,555.00,549.39,553.59,1779200,552.96,12.46,71.43,68.86
2023-07-17,546.18,554.21,546.10,552.96,1909900,546.70,11.92,71.11,68.62
2023-07-14,538.71,546.86,538.10,546.70,1828400,538.45,8.32,67.74,67.65
2023-07-13,537.80,539.12,532.79,538.45,1647200,538.00,6.76,62.37,67.00
2023-07-12,532.00,540.11,531.11,538.00,1960500,529.64,5.20,62.05,66.16
2023-07-11,527.50,530.76,526.15,529.64,1262300,527.01,-0.69,55.53,59.25
2023-07-10,525.06,531.15,525.06,527.01,1955600,525.05,3.59,53.18,52.48
2023-07-07,533.89,536.46,524.63,525.05,2739500,537.37,0.61,51.41,49.83
2023-07-06,538.88,540.30,536.58,537.37,1750100,541.13,13.17,66.03,60.11
2023-07-05,541.22,546.05,537.50,541.13,1630400,541.04,21.51,71.82,68.13
2023-07-03,537.25,541.08,534.34,541.04,951400,538.38,21.34,71.77,67.43
2023-06-30,534.17,539.56,533.63,538.38,2221900,531.69,14.73,70.17,68.02
2023-06-29,530.58,532.45,528.95,531.69,1121800,532.80,2.51,65.62,66.54
2023-06-28,528.98,533.49,528.61,532.80,1245200,530.33,5.60,67.20,72.28
2023-06-27,522.65,532.41,522.10,530.33,1673600,523.42,8.31,65.48,65.09
2023-06-26,524.40,524.87,521.26,523.42,1278500,524.44,2.45,60.06,58.35
2023-06-23,523.13,525.40,519.34,524.44,1433700,524.20,7.16,61.38,59.66
2023-06-22,520.69,524.68,519.68,524.20,1114000,519.62,4.11,61.19,61.04
2023-06-21,517.91,521.64,516.54,519.62,1273600,519.70,8.39,57.56,53.56
2023-06-20,521.95,522.90,518.14,519.70,1684400,523.65,3.44,57.65,61.66
2023-06-16,530.10,530.42,522.63,523.65,3147400,529.18,5.40,61.97,68.80
2023-06-15,529.00,531.26,526.66,529.18,1871600,527.20,16.59,68.67,81.48
2023-06-14,525.00,527.85,523.14,527.20,1841400,522.02,14.60,67.50,82.25
2023-06-13,522.02,522.95,517.91,522.02,1204700,520.97,10.46,64.26,77.19
2023-06-12,517.28,521.27,516.00,520.97,1404500,517.28,12.94,63.58,72.15
2023-06-09,518.19,522.06,515.50,517.28,1287300,520.09,10.02,61.16,66.72
2023-06-08,512.50,520.29,512.50,520.09,1530400,511.23,33.54,64.18,62.11
2023-06-07,514.51,519.29,510.57,511.23,1784700,516.26,28.47,58.13,62.90
2023-06-06,518.25,518.63,512.76,516.26,1410300,518.25,31.39,63.81,62.50
2023-06-05,512.59,518.92,512.02,518.25,2023500,512.59,26.38,66.18,62.93
2023-06-02,510.32,518.50,509.40,512.59,2283900,512.60,16.07,62.50,58.40
2023-06-01,509.33,513.74,502.10,512.60,2407700,511.56,14.50,62.51,57.28
2023-05-31,508.86,513.87,504.95,511.56,3320800,508.03,16.56,61.85,63.33
2023-05-30,509.79,514.79,501.59,508.03,2544800,507.26,11.88,59.61,60.59
2023-05-26,485.65,510.75,484.12,507.26,5302600,486.55,5.22,59.13,59.13
2023-05-25,480.21,488.54,476.75,486.55,3421900,482.76,-17.52,41.61,51.56
2023-05-24,487.25,487.25,480.91,482.76,1600600,484.87,-19.13,37.02,47.95
2023-05-23,487.17,487.17,482.97,484.87,1800200,491.87,-14.79,38.59,48.16
2023-05-22,497.00,497.00,488.54,491.87,1943800,496.52,-8.92,44.38,48.95
2023-05-19,499.39,499.39,493.92,496.52,1634400,498.10,-2.54,48.90,48.95
2023-05-18,495.00,498.60,494.08,498.10,2298900,495.00,-0.96,50.53,47.71
2023-05-17,498.00,498.01,491.90,495.00,2069500,496.15,4.66,47.34,44.90
2023-05-16,500.00,500.29,494.30,496.15,1229300,502.04,6.09,48.41,53.27
