datetime,open,high,low,close,volume,previous_close,mom,rsi,mfi
2023-07-31,353.42,353.60,350.36,352.34,902500,354.05,-6.64,51.98,68.54
2023-07-28,350.32,355.13,348.89,354.05,728100,349.64,-3.93,54.08,68.49
2023-07-27,352.38,352.90,348.67,349.64,895500,351.91,-3.10,49.17,68.94
2023-07-26,356.26,356.26,349.54,351.91,1233300,358.06,2.89,51.82,67.69
2023-07-25,355.00,358.47,352.52,358.06,1359900,357.05,12.00,59.93,69.27
2023-07-24,361.82,362.86,355.71,357.05,1170300,362.46,15.31,58.95,76.22
2023-07-21,364.93,367.00,361.42,362.46,4433200,361.82,18.00,67.11,78.53
2023-07-20,360.70,365.56,360.27,361.82,1128100,358.57,23.64,66.60,73.67
2023-07-19,360.00,365.53,358.45,358.57,1000200,358.98,12.81,63.98,73.44
2023-07-18,356.32,359.33,353.49,358.98,935500,357.98,10.66,64.57,73.47
2023-07-17,351.74,359.34,351.63,357.98,1244300,352.74,10.41,63.81,65.16
2023-07-14,348.84,353.40,348.18,352.74,961300,349.02,0.83,59.59,65.61
2023-07-13,347.53,349.97,346.09,349.02,756400,346.06,0.84,56.22,57.27
2023-07-12,342.78,347.63,341.91,346.06,795800,341.74,-4.72,53.34,58.68
2023-07-11,342.63,344.79,340.02,341.74,940000,344.46,-5.38,48.79,52.01
2023-07-10,339.02,346.69,339.02,344.46,1008900,338.18,-2.99,51.74,50.66
2023-07-07,345.66,345.66,335.82,338.18,1268500,345.76,-8.82,44.54,55.20
2023-07-06,347.00,347.92,344.52,345.76,829700,348.32,-2.40,53.48,62.17
2023-07-05,347.57,349.99,343.11,348.32,854300,347.57,5.04,57.08,62.20
2023-07-03,348.77,348.84,343.85,347.57,688800,351.91,4.88,56.28,62.44
2023-06-30,349.86,354.94,349.57,351.91,1453300,348.18,4.02,62.54,67.56
2023-06-29,349.91,352.77,347.70,348.18,1050800,350.78,-0.90,58.89,66.75
2023-06-28,348.00,351.94,345.03,350.78,1045200,347.12,9.82,62.85,67.32
2023-06-27,348.05,350.08,342.63,347.12,1258100,347.45,5.02,59.27,61.53
2023-06-26,351.00,351.93,341.90,347.45,1464400,347.00,6.85,59.75,62.25
2023-06-23,346.77,347.88,342.45,347.00,1370000,348.16,12.89,59.33,61.27
2023-06-22,344.08,348.59,342.03,348.16,1265600,343.28,15.58,60.85,69.19
2023-06-21,343.58,345.84,341.25,343.28,1239600,342.69,18.63,56.51,62.18
2023-06-20,350.39,350.39,342.30,342.69,1352300,347.89,12.28,55.96,50.79
2023-06-16,350.00,352.19,347.01,347.89,2614500,349.08,13.47,62.40,49.82
2023-06-15,344.20,349.79,341.19,349.08,1230800,340.96,15.30,63.96,39.58
2023-06-14,342.63,342.63,338.20,340.96,835900,342.10,17.34,57.16,33.72
2023-06-13,340.87,344.40,339.21,342.10,986300,340.60,18.53,58.60,33.27
2023-06-12,335.91,341.08,331.87,340.60,1417100,334.11,15.30,57.28,28.34
2023-06-09,333.52,335.00,328.61,334.11,1066200,332.58,4.12,51.02,22.55
2023-06-08,324.00,334.08,323.02,332.58,1446800,324.65,-0.05,49.40,22.22
2023-06-07,329.13,332.00,324.04,324.65,1139600,330.41,-9.20,39.79,16.05
2023-06-06,337.98,337.98,328.85,330.41,1089100,334.42,-3.10,45.63,16.07
2023-06-05,334.00,335.24,332.00,334.42,1044500,333.78,-5.55,50.42,16.24
2023-06-02,323.00,334.53,322.25,333.78,1572700,323.62,-7.92,49.64,14.99
2023-06-01,324.47,324.58,320.01,323.62,1342900,323.57,-15.84,34.36,8.19
2023-05-31,327.13,328.65,321.70,323.57,5592300,325.30,-17.63,34.27,12.48
2023-05-30,329.82,330.07,321.62,325.30,1888200,329.99,-19.85,35.87,23.62
2023-05-26,328.99,331.78,325.82,329.99,1850500,332.63,-18.66,40.64,31.09
2023-05-25,330.92,333.99,327.59,332.63,1368300,333.85,-14.78,43.68,33.53
2023-05-24,335.77,336.57,331.05,333.85,1154100,333.51,-16.55,45.13,42.50
