datetime,open,high,low,close,volume,previous_close,mom,rsi,mfi
2023-07-31,74.90,76.54,74.74,75.82,15661100,73.98,1.45,67.60,61.35
2023-07-28,73.04,74.19,72.96,73.98,10182300,72.03,0.49,62.91,60.93
2023-07-27,74.33,75.06,71.81,72.03,11836600,73.43,-0.07,56.75,61.70
2023-07-26,72.89,73.76,72.41,73.43,11332500,72.96,1.04,63.81,67.94
2023-07-25,73.68,74.30,72.94,72.96,8536000,73.69,2.37,62.35,66.32
2023-07-24,73.04,73.97,73.01,73.69,8845400,72.99,3.07,66.21,71.49
2023-07-21,72.73,73.62,71.83,72.99,25508500,73.02,3.71,64.24,71.36
2023-07-20,72.82,74.68,72.80,73.02,14221100,74.22,6.23,64.39,83.60
2023-07-19,74.47,75.04,73.90,74.22,12167200,74.37,8.08,70.47,91.33
2023-07-18,73.48,74.41,73.26,74.37,11915000,73.49,5.52,71.26,83.88
2023-07-17,72.52,73.78,71.96,73.49,13168800,72.10,5.39,69.41,76.19
2023-07-14,72.66,72.98,71.92,72.10,12192500,72.39,5.37,66.22,69.92
2023-07-13,71.37,72.74,71.00,72.39,14536300,70.59,6.53,67.59,59.19
2023-07-12,71.72,71.87,70.28,70.59,14458500,70.62,4.56,63.22,51.62
2023-07-11,69.64,70.73,69.41,70.62,14799000,69.28,4.39,63.35,42.85
2023-07-10,66.80,69.36,66.69,69.28,14872000,66.79,2.84,59.88,46.71
2023-07-07,66.19,67.66,65.98,66.79,12313900,66.14,-0.15,52.03,49.63
2023-07-06,67.71,67.85,65.63,66.14,17447500,68.85,-2.43,49.64,51.25
2023-07-05,68.04,68.90,67.00,68.85,13980600,68.10,0.66,61.49,58.62
2023-07-03,67.12,68.63,66.84,68.10,8617900,66.73,-0.79,58.97,52.48
2023-06-30,66.09,66.97,65.75,66.73,16894000,65.86,0.30,53.86,53.56
2023-06-29,66.30,67.34,65.62,65.86,14894200,66.03,0.01,50.20,47.74
2023-06-28,66.05,66.48,65.62,66.03,15390600,66.23,2.43,50.93,47.42
2023-06-27,66.87,67.10,65.78,66.23,16371200,66.44,2.67,51.76,47.47
2023-06-26,66.87,67.58,66.41,66.44,12224400,66.94,2.71,52.59,52.63
2023-06-23,67.42,68.16,65.85,66.94,27616200,68.57,3.45,54.52,57.15
2023-06-22,67.52,68.64,67.06,68.57,16872500,68.19,4.33,61.37,65.60
2023-06-21,68.94,69.02,67.22,68.19,23910600,68.89,4.15,60.29,71.89
2023-06-20,67.13,69.20,66.78,68.89,31379200,66.43,3.87,63.31,81.19
2023-06-16,65.95,67.15,65.22,66.43,29690500,65.85,1.92,56.13,80.26
2023-06-15,63.12,66.21,62.63,65.85,21527700,63.60,1.89,54.17,71.77
2023-06-14,64.14,65.10,63.03,63.60,24028100,63.56,0.55,45.35,62.89
2023-06-13,63.55,64.24,63.13,63.56,19963400,63.73,1.57,45.18,55.61
2023-06-12,63.60,64.26,63.12,63.73,15945400,63.49,1.68,45.75,63.17
2023-06-09,64.00,64.06,62.43,63.49,17140800,64.24,3.27,44.83,63.74
