datetime,open,high,low,close,volume,previous_close,mom,rsi,mfi
2023-07-31,73.28,74.19,72.86,73.35,3002000,73.08,1.07,60.04,65.92
2023-07-28,73.35,74.55,72.85,73.08,2742200,72.39,0.24,59.40,72.27
2023-07-27,72.18,74.55,71.99,72.39,3944100,71.10,1.80,57.81,72.49
2023-07-26,69.00,71.37,68.54,71.10,2885300,69.33,-0.14,54.71,71.33
2023-07-25,69.95,70.61,69.28,69.33,2341000,69.51,-0.47,50.05,65.37
2023-07-24,71.00,71.60,69.27,69.51,2884400,71.03,-0.23,50.54,65.60
2023-07-21,70.43,71.49,70.04,71.03,5676600,69.80,3.41,54.76,70.70
2023-07-20,72.67,73.35,69.79,69.80,3118100,73.92,4.13,51.73,81.24
2023-07-19,72.90,75.10,72.66,73.92,4190700,72.28,9.23,65.33,82.49
2023-07-18,73.03,73.88,71.31,72.28,4008500,72.84,4.63,61.60,81.64
2023-07-17,70.44,73.46,70.05,72.84,4514600,70.59,4.55,63.77,81.01
2023-07-14,71.50,71.99,70.19,70.59,3854900,71.24,2.71,58.27,79.85
2023-07-13,70.29,71.45,69.20,71.24,3309000,69.80,3.64,60.75,67.48
2023-07-12,70.25,70.95,68.94,69.80,3062600,69.74,1.11,56.99,60.65
2023-07-11,67.74,69.89,67.66,69.74,3459000,67.62,1.69,56.83,51.25
2023-07-10,64.70,67.66,64.60,67.62,3439400,65.67,1.00,50.84,52.07
2023-07-07,64.74,66.22,64.55,65.67,2184800,64.69,-0.95,44.22,53.85
2023-07-06,66.37,66.59,64.33,64.69,3178300,67.65,-2.76,40.49,55.05
2023-07-05,67.82,68.35,67.18,67.65,2228300,68.29,0.72,49.85,54.27
2023-07-03,67.73,69.32,67.73,68.29,1623100,67.88,-2.27,52.28,61.02
2023-06-30,68.53,68.56,67.63,67.88,2055000,67.60,-2.18,50.86,63.93
2023-06-29,68.55,68.55,67.15,67.60,2572000,68.69,-2.34,49.91,65.32
2023-06-28,67.97,69.06,67.54,68.69,2466800,68.05,0.29,53.65,64.98
2023-06-27,67.03,68.34,66.62,68.05,2866700,66.62,-0.77,51.68,57.01
2023-06-26,66.54,67.86,66.41,66.62,2457100,66.62,-2.56,46.99,57.75
2023-06-23,66.48,67.49,65.76,66.62,5295000,67.45,-0.52,46.99,61.87
2023-06-22,66.59,67.48,65.61,67.45,2319700,66.93,0.71,49.39,69.57
2023-06-21,70.51,71.00,66.85,66.93,4120000,70.56,0.43,47.84,73.84
2023-06-20,69.21,71.49,69.06,70.56,4056000,70.06,1.06,59.67,81.00
2023-06-16,70.12,70.47,69.01,70.06,4804100,69.94,1.04,58.35,73.96
2023-06-15,67.74,70.35,67.66,69.94,3164200,68.40,2.85,58.04,74.33
2023-06-14,68.43,69.08,66.94,68.40,3658800,68.82,0.57,54.03,75.46
2023-06-13,69.43,69.89,68.42,68.82,4048000,69.18,1.69,55.37,71.74
2023-06-12,67.14,70.35,66.66,69.18,5276200,67.14,3.50,56.49,55.86
2023-06-09,68.05,68.84,66.60,67.14,4058900,66.74,0.87,51.32,58.24
2023-06-08,66.50,67.17,65.92,66.74,2889300,66.50,1.62,50.25,58.16
2023-06-07,69.98,70.83,66.07,66.50,5368900,69.50,3.87,49.63,61.92
2023-06-06,68.44,69.70,68.04,69.50,3752500,69.02,3.85,58.02,67.50
2023-06-05,66.75,69.68,65.00,69.02,8417400,67.09,-2.39,56.94,67.09
2023-06-02,68.76,69.09,67.03,67.09,3735000,67.83,-2.28,52.35,65.05
2023-06-01,66.17,68.73,66.07,67.83,3369000,67.13,-1.70,54.42,61.38
2023-05-31,65.36,67.35,65.06,67.13,5525800,65.68,-0.72,52.78,57.99
2023-05-30,67.00,67.26,63.93,65.68,4622300,66.27,-0.31,49.28,56.86
2023-05-26,65.43,68.48,65.15,66.27,5949600,65.12,0.24,50.70,62.41
2023-05-25,62.45,65.55,61.56,65.12,6533200,62.63,1.43,47.99,57.16
2023-05-24,64.90,66.45,62.35,62.63,7582600,65.65,-1.82,41.53,55.19
2023-05-23,69.00,69.10,65.18,65.65,16952700,71.41,1.22,48.29,63.54
2023-05-22,69.35,71.99,68.85,71.41,9631800,69.37,7.85,67.83,79.84
2023-05-19,69.17,70.12,68.77,69.37,3778300,69.53,6.44,62.89,70.24
2023-05-18,67.83,69.67,67.63,69.53,3934600,67.85,6.13,63.60,69.27
2023-05-17,66.09,67.95,64.91,67.85,4060200,65.99,5.63,59.09,60.34
2023-05-16,65.86,66.59,65.52,65.99,2829500,66.03,5.17,53.12,51.76
2023-05-15,63.40,66.05,63.30,66.03,3559800,63.69,4.84,53.28,44.23
2023-05-12,64.41,64.41,63.29,63.69,2652900,64.45,2.01,44.46,35.99
2023-05-11,64.73,65.05,63.72,64.45,2344200,64.43,3.02,47.14,52.19
2023-05-10,64.14,65.67,64.05,64.43,3533400,63.56,3.14,47.07,50.20
2023-05-09,62.26,64.55,62.21,63.56,4133900,62.93,2.13,43.71,44.32
2023-05-08,63.45,63.95,62.50,62.93,2791200,63.40,-0.12,41.20,38.19
2023-05-05,63.13,64.08,62.85,63.40,3189100,62.22,-2.40,42.51,38.23
2023-05-04,60.53,63.10,60.53,62.22,3800600,60.82,-1.76,37.90,30.20
2023-05-03,61.43,61.92,60.48,60.82,3585500,61.19,-4.88,31.88,24.36
2023-05-02,61.37,62.02,60.87,61.19,3202700,61.68,-6.56,32.65,29.77
2023-05-01,61.40,61.94,61.05,61.68,2687700,61.43,-5.59,33.66,29.74
2023-04-28,61.29,61.96,60.45,61.43,4256300,61.29,-6.19,32.68,25.07
2023-04-27,62.04,62.40,61.19,61.29,3853200,61.43,-8.21,32.15,25.73
2023-04-26,64.16,64.48,60.91,61.43,4203300,63.05,-8.75,32.39,26.30
2023-04-25,65.01,65.18,63.02,63.05,4299200,65.80,-4.44,35.14,26.34
2023-04-24,63.91,67.67,62.61,65.80,12934600,63.98,-4.20,40.56,30.68
2023-04-21,65.50,65.77,63.77,63.98,4619400,65.70,-7.19,34.33,11.07
2023-04-20,66.76,67.43,65.63,65.70,3399900,67.75,-6.15,37.81,20.68
2023-04-19,66.50,68.36,66.38,67.75,2903400,67.27,-3.35,42.59,27.10
2023-04-18,68.30,68.45,67.05,67.27,2548900,67.62,-6.37,40.97,33.48
2023-04-17,68.00,69.20,67.50,67.62,7925800,69.50,-6.05,41.77,33.80
2023-04-14,69.57,70.10,68.70,69.50,3706900,70.18,-4.34,46.27,43.68
2023-04-13,67.74,70.89,67.74,70.18,3255100,67.49,-1.86,48.00,45.93
2023-04-12,71.17,71.53,67.46,67.49,2906500,70.00,-3.11,39.68,37.00
2023-04-11,68.87,70.80,68.25,70.00,4037300,71.17,1.46,46.07,37.04
2023-04-10,71.18,71.33,69.66,71.17,2137000,71.85,2.60,49.52,45.15
2023-04-06,70.71,72.10,69.56,71.85,2074400,71.10,2.81,51.60,43.58
2023-04-05,73.01,73.06,70.14,71.10,3576900,73.64,1.91,49.42,41.84
2023-04-04,74.15,74.41,72.89,73.64,1812500,73.67,4.89,57.59,51.62
2023-04-03,73.17,73.76,72.37,73.67,2304700,73.84,1.82,57.69,53.39
2023-03-31,72.48,74.33,72.13,73.84,4311400,72.04,4.54,58.25,58.88
2023-03-30,71.61,72.92,71.22,72.04,2833900,70.60,2.85,53.87,58.54
2023-03-29,69.72,71.07,69.60,70.60,3027800,68.54,0.01,49.98,48.82
2023-03-28,68.57,68.96,67.35,68.54,2073300,68.57,-2.49,43.67,41.24
2023-03-27,69.69,70.20,67.85,68.57,2168400,69.04,-0.42,43.75,40.60
2023-03-24,68.25,69.05,67.76,69.04,1718600,69.19,0.37,44.86,35.26
2023-03-23,69.44,70.73,68.71,69.19,3849400,68.75,2.07,45.21,40.85
2023-03-22,71.72,72.16,68.69,68.75,2821100,71.85,1.13,44.04,49.21
2023-03-21,69.72,71.89,69.18,71.85,2456600,69.30,2.94,51.13,47.96
2023-03-20,68.88,69.33,67.40,69.30,3578300,69.19,-0.35,44.28,39.28
2023-03-17,70.55,70.60,68.57,69.19,3763400,70.59,-2.14,43.97,57.85
2023-03-16,71.33,72.20,69.87,70.59,4268500,71.03,-0.22,47.11,65.52
2023-03-15,68.10,71.20,68.10,71.03,3477200,68.99,0.40,48.11,60.81
2023-03-14,69.99,70.80,68.19,68.99,2299400,68.67,-0.63,42.88,60.62
2023-03-13,66.33,69.95,65.62,68.67,4290700,67.12,-5.92,42.03,61.85
2023-03-10,66.20,68.43,64.46,67.12,5660700,67.62,-6.60,37.86,57.37
2023-03-09,68.81,69.71,67.14,67.62,4020100,68.91,-6.31,38.69,59.00
2023-03-08,69.92,70.33,68.29,68.91,2775800,69.65,-5.66,40.84,59.25
2023-03-07,71.64,73.05,69.47,69.65,3100900,71.33,-3.74,42.09,62.87
2023-03-06,71.23,73.11,70.62,71.33,3246200,70.81,-1.14,44.99,67.28
2023-03-03,69.13,71.40,68.93,70.81,4358000,70.63,-5.30,43.88,67.21
2023-03-02,68.90,71.31,68.90,70.63,4088700,69.62,-7.28,43.51,62.10
2023-03-01,74.20,75.80,69.35,69.62,7258300,74.59,-11.15,41.52,61.79
2023-02-28,75.96,76.98,72.89,74.59,18552100,73.72,-3.31,49.49,62.81
2023-02-27,74.90,75.37,73.20,73.72,8477300,73.93,-2.76,47.87,61.40
2023-02-24,72.40,74.57,72.19,73.93,3062800,74.57,-0.28,48.22,53.07
2023-02-23,74.37,75.04,72.66,74.57,2948400,73.39,-2.20,49.23,52.44
2023-02-22,73.09,74.25,72.73,73.39,4489400,72.47,-5.96,47.33,54.69
2023-02-21,74.02,75.15,72.27,72.47,2884900,76.11,-12.19,45.87,53.86
2023-02-17,76.91,77.10,74.30,76.11,3002100,77.91,-0.96,51.08,53.86
2023-02-16,78.59,80.43,77.56,77.91,3205400,80.77,-1.63,53.89,61.17
2023-02-15,77.67,80.80,76.99,80.77,2336200,77.90,-2.07,58.66,66.23
2023-02-14,75.62,77.99,74.25,77.90,3308600,76.48,-0.21,54.95,66.26
2023-02-13,75.10,76.51,73.60,76.48,2941300,74.21,1.48,53.01,61.67
2023-02-10,75.76,75.87,72.87,74.21,3305100,76.77,0.71,49.81,58.01
2023-02-09,80.46,80.66,76.46,76.77,4015900,79.35,2.62,53.63,62.61
2023-02-08,83.53,84.44,79.18,79.35,5372600,84.66,7.77,57.79,68.23
2023-02-07,77.49,85.13,76.01,84.66,14656800,77.07,15.77,67.84,72.61
2023-02-06,77.88,79.23,76.33,77.07,2862200,79.54,7.64,58.19,58.86
2023-02-03,79.62,81.98,78.74,79.54,3488200,82.84,8.57,64.00,58.20
2023-02-02,80.23,84.42,79.51,82.84,5428400,78.11,13.34,73.03,64.92
2023-02-01,75.48,78.50,73.90,78.11,3161100,75.00,11.28,66.79,55.59
2023-01-31,73.50,75.02,73.36,75.00,2832700,73.50,7.52,61.33,48.15
2023-01-30,73.09,78.44,73.08,73.50,7108400,74.15,3.63,58.25,53.57
2023-01-27,71.04,74.54,70.79,74.15,3556900,71.58,4.66,60.18,48.74
2023-01-26,70.43,72.37,69.76,71.58,2670000,68.89,1.67,54.68,49.08
2023-01-25,68.11,69.36,66.06,68.89,3202700,69.43,-1.12,47.64,43.24
2023-01-24,70.79,71.84,69.20,69.43,2227900,70.97,-1.43,49.06,43.28
2023-01-23,69.00,71.51,68.25,70.97,2835000,69.50,0.89,53.26,49.47
2023-01-20,67.08,69.77,66.68,69.50,2838600,66.83,-0.01,49.42,43.53
2023-01-19,66.29,67.86,66.25,66.83,2180100,67.48,1.21,41.31,42.47
2023-01-18,71.00,71.37,67.43,67.48,3085800,69.87,-0.17,42.85,48.00
2023-01-17,69.50,70.20,67.78,69.87,3776800,69.49,3.21,49.19,47.63
2023-01-13,69.09,70.60,68.63,69.49,2344200,69.91,1.75,48.05,49.76
2023-01-12,69.83,70.03,67.63,69.91,3177700,70.01,1.91,49.18,41.66
2023-01-11,70.98,71.37,68.70,70.01,3343500,70.86,4.65,49.43,49.87
2023-01-10,69.54,71.24,69.53,70.86,1851200,70.08,5.40,51.55,50.45
2023-01-09,69.81,72.17,68.57,70.08,3403000,69.51,4.19,49.72,44.13
2023-01-06,65.97,69.90,65.60,69.51,4079800,65.62,3.57,48.39,34.43
2023-01-05,66.80,67.12,64.93,65.62,2040100,67.65,-4.31,38.02,24.88
2023-01-04,67.62,68.01,65.88,67.65,3209600,66.66,-0.91,42.12,23.81
2023-01-03,69.01,69.33,66.16,66.66,2797600,67.74,-2.43,39.15,33.00
2022-12-30,66.55,67.82,66.36,67.74,1874600,68.00,-2.12,41.30,26.72
2022-12-29,66.28,68.35,66.18,68.00,2135300,65.36,-2.20,41.81,31.52
2022-12-28,65.25,66.85,64.77,65.36,2311200,65.46,-7.86,34.10,33.09
2022-12-27,64.75,66.18,63.55,65.46,3581800,65.89,-8.59,34.26,27.58
2022-12-23,65.61,66.66,65.01,65.89,2209200,65.94,-7.80,34.91,27.94
2022-12-22,68.37,68.58,64.83,65.94,4180100,69.93,-6.22,34.99,27.34
2022-12-21,68.71,70.96,67.88,69.93,3254100,68.56,-2.43,41.29,27.60
2022-12-20,68.45,70.34,67.92,68.56,2936000,69.09,-1.31,37.71,30.71
2022-12-19,69.41,70.25,68.85,69.09,3182500,69.86,-2.38,38.56,40.99
2022-12-16,69.82,70.79,69.55,69.86,4695600,70.20,-3.04,39.76,39.63
2022-12-15,71.68,72.31,69.81,70.20,3700700,73.22,-4.11,40.28,38.34
2022-12-14,73.65,75.08,72.03,73.22,3570300,74.05,-4.21,45.09,38.94
2022-12-13,77.53,79.38,73.01,74.05,4017800,73.69,-1.38,46.51,47.25
2022-12-12,70.91,73.72,70.11,73.69,2836900,72.16,3.12,45.82,32.46
2022-12-09,72.33,73.74,71.85,72.16,2185200,72.36,0.57,42.93,30.12
2022-12-08,70.12,72.41,68.88,72.36,3056300,69.87,-3.04,43.21,26.61
2022-12-07,71.25,71.46,69.74,69.87,3422100,71.47,-6.27,38.58,22.67
2022-12-06,72.79,73.00,70.88,71.47,2661100,72.90,-5.68,40.55,22.73
2022-12-05,74.26,75.22,72.54,72.90,2942800,74.31,-7.36,42.35,27.04
2022-12-02,74.58,76.36,73.85,74.31,3296300,77.43,-7.33,44.14,26.89
2022-12-01,75.89,81.69,75.86,77.43,4777700,75.43,-5.16,48.34,34.63
2022-11-30,70.76,75.44,69.54,75.43,6213800,70.57,-8.07,45.24,34.87
2022-11-29,71.66,72.62,70.29,70.57,4879300,71.59,-16.87,36.66,26.89
2022-11-28,74.72,76.50,71.30,71.59,6245400,75.40,-12.76,37.82,32.66
2022-11-25,75.31,76.99,74.83,75.40,2658000,76.14,-12.92,42.45,38.66
2022-11-23,76.14,77.28,74.85,76.14,4938100,77.15,-6.09,43.41,37.91
2022-11-22,75.18,77.44,71.90,77.15,15729400,80.26,5.31,44.69,31.86
2022-11-21,81.21,82.52,79.77,80.26,7234000,81.64,1.95,48.81,38.34
2022-11-18,83.34,83.61,80.14,81.64,3125300,82.59,2.03,50.74,46.19
2022-11-17,81.20,83.21,80.34,82.59,2284100,83.50,5.13,52.05,51.32
2022-11-16,85.06,85.23,83.13,83.50,2709400,87.44,5.11,53.28,51.19
2022-11-15,88.25,89.37,85.72,87.44,2776500,84.35,8.84,58.85,51.35
2022-11-14,86.72,87.99,84.21,84.35,2883600,88.32,1.46,55.46,51.04
2022-11-11,81.46,89.67,80.05,88.32,5906400,82.23,4.88,61.51,57.32
2022-11-10,76.87,82.35,76.75,82.23,4908600,71.84,-1.98,54.43,47.97
2022-11-09,77.53,77.53,70.92,71.84,6019800,78.31,-10.77,35.66,46.05
2022-11-08,80.22,81.93,78.01,78.31,3987100,79.61,-5.06,46.81,57.22
2022-11-07,78.07,80.32,77.26,79.61,3317800,77.46,-4.48,49.70,50.41
2022-11-04,79.44,79.74,75.83,77.46,3969300,78.39,-3.15,44.42,50.66
2022-11-03,77.80,81.23,77.23,78.39,3156400,78.60,-2.59,46.38,59.53
2022-11-02,83.28,84.36,78.59,78.60,3381000,82.89,-1.36,46.81,60.28
2022-11-01,85.50,86.31,82.79,82.89,1834900,83.44,6.56,56.87,57.51
2022-10-31,83.69,84.57,82.34,83.44,1908600,84.21,5.21,58.37,59.24
2022-10-28,81.74,84.25,81.32,84.21,2370800,82.61,7.52,60.43,51.21
2022-10-27,83.68,85.03,82.47,82.61,2579400,83.37,10.32,57.53,49.13
2022-10-26,82.35,85.46,82.19,83.37,2599700,84.09,8.64,59.45,47.56
2022-10-25,81.54,84.13,81.46,84.09,2992300,80.61,8.87,61.25,46.94
2022-10-24,80.40,80.66,78.18,80.61,2731600,80.98,6.90,55.17,41.13
2022-10-21,79.64,81.10,77.60,80.98,3312100,79.96,7.26,56.03,48.65
2022-10-20,76.67,81.50,76.58,79.96,4156900,76.33,3.37,54.19,41.66
2022-10-19,77.52,78.04,75.59,76.33,1955800,78.23,-2.02,46.80,40.69
2022-10-18,79.52,80.78,77.33,78.23,3539400,76.69,0.71,50.78,40.01
2022-10-17,75.06,77.43,74.51,76.69,3431600,72.29,-0.85,47.42,39.06
2022-10-14,75.75,76.90,72.14,72.29,2830800,74.73,-1.65,35.76,32.52
2022-10-13,71.65,75.42,71.65,74.73,5754500,75.22,1.14,40.37,38.02
2022-10-12,74.29,76.55,73.40,75.22,3941000,73.71,0.75,41.36,39.30
2022-10-11,71.46,74.55,70.43,73.71,5389700,73.72,-2.18,36.92,31.64
2022-10-10,75.99,76.20,72.29,73.72,4777500,76.59,-0.54,36.94,32.83
2022-10-07,75.64,78.33,75.36,76.59,4464200,78.35,3.26,42.18,33.80
2022-10-06,77.73,79.00,76.96,78.35,2185800,77.52,3.90,45.88,33.71
2022-10-05,75.58,77.87,74.96,77.52,2604500,77.54,2.98,43.72,26.81
2022-10-04,75.83,78.45,75.73,77.54,4703000,73.94,1.60,43.76,34.13
2022-10-03,73.91,74.87,71.69,73.94,4182000,73.59,-3.15,33.85,33.64
2022-09-30,74.60,76.25,73.48,73.59,3539700,74.47,-4.73,32.78,33.15
2022-09-29,74.27,75.22,73.60,74.47,2930400,75.89,-4.21,34.06,34.18
2022-09-28,74.31,76.22,74.05,75.89,2856700,74.26,-4.32,36.19,40.87
2022-09-27,74.90,75.99,72.96,74.26,3576500,73.33,-5.33,31.64,35.26
2022-09-26,74.82,76.87,73.24,73.33,3068800,74.45,-5.53,28.96,42.36
2022-09-23,74.16,74.95,73.32,74.45,3944700,74.54,-9.63,30.29,36.80
2022-09-22,75.00,75.77,74.33,74.54,4116200,75.94,-8.08,30.39,44.19
2022-09-21,77.83,78.83,75.32,75.94,3274100,77.09,-4.29,31.98,42.06
2022-09-20,77.45,78.84,76.76,77.09,3157800,78.32,-3.93,33.31,40.87
2022-09-19,78.06,79.00,76.75,78.32,4515000,78.68,-1.70,34.74,40.14
2022-09-16,78.14,79.23,77.33,78.68,6150700,80.21,-2.11,35.15,39.58
2022-09-15,78.64,81.97,78.26,80.21,4247500,79.59,-0.93,36.87,39.54
2022-09-14,78.86,80.41,77.93,79.59,4196500,78.86,-0.81,35.69,40.88
2022-09-13,80.00,80.15,78.62,78.86,4654500,84.08,-2.56,34.34,31.13
2022-09-12,82.43,84.78,82.43,84.08,3928900,82.62,3.08,39.88,22.52
2022-09-09,81.59,83.70,81.54,82.62,3964000,80.23,1.21,37.25,17.45
2022-09-08,80.24,81.47,79.40,80.23,3674700,81.02,-5.49,32.78,13.58
2022-09-07,79.96,81.36,79.34,81.02,4329600,80.02,-2.59,33.51,13.54
2022-09-06,80.56,81.08,79.57,80.02,3576100,80.79,-1.30,31.72,9.43
2022-09-02,82.01,83.31,80.05,80.79,4570900,81.14,-16.65,32.34,8.91
2022-09-01,79.29,81.24,77.79,81.14,6795400,80.40,-18.36,32.61,8.26
2022-08-31,82.97,83.47,79.34,80.40,4838000,81.42,-22.78,31.49,8.51
2022-08-30,82.00,82.75,79.82,81.42,4142500,81.00,-20.96,32.18,8.46
2022-08-29,80.37,82.95,80.12,81.00,5211000,81.41,-28.19,31.60,12.96
2022-08-26,84.15,85.02,80.28,81.41,5927400,85.72,-31.82,31.85,12.68
2022-08-25,83.60,85.76,82.43,85.72,5409700,83.61,-23.80,34.44,16.49
2022-08-24,81.64,85.07,80.50,83.61,11133300,81.32,-24.45,31.92,11.69
2022-08-23,84.56,87.59,81.13,81.32,31475400,97.44,-30.69,29.18,15.57
2022-08-22,98.20,100.14,96.48,97.44,8274100,99.50,-7.85,39.59,26.58
2022-08-19,100.90,102.15,98.80,99.50,3747900,103.18,-15.24,41.34,34.17
2022-08-18,101.76,104.57,100.64,103.18,3091700,102.38,-10.67,44.61,39.68
2022-08-17,106.22,107.35,102.02,102.38,4257200,109.19,-10.48,43.71,38.99
2022-08-16,107.82,109.93,103.32,109.19,7520100,113.23,-3.78,50.15,45.21
2022-08-15,109.41,113.79,108.35,113.23,2737400,109.52,5.07,54.57,56.73
2022-08-12,109.41,110.09,107.28,109.52,2488900,108.06,4.13,50.87,50.43
2022-08-11,114.00,114.99,107.24,108.06,4067800,112.01,4.20,49.37,51.03
2022-08-10,111.35,112.42,108.80,112.01,3756600,105.29,5.79,53.49,52.83
2022-08-09,111.78,112.80,104.91,105.29,5822800,114.74,-0.62,46.43,51.87
2022-08-08,114.77,119.82,113.82,114.74,2832500,113.85,14.41,57.90,64.69
2022-08-05,110.00,114.32,108.74,113.85,2639900,112.86,7.75,56.97,64.32
2022-08-04,114.07,115.00,110.14,112.86,2149800,112.97,6.31,55.97,73.57
2022-08-03,109.31,114.00,109.22,112.97,2653500,108.16,2.12,56.10,74.80
2022-08-02,103.04,109.98,102.90,108.16,2519900,105.39,1.07,51.33,65.20
2022-08-01,103.38,107.92,101.85,105.39,2386200,103.86,3.31,48.33,54.09
2022-07-29,105.49,105.49,101.01,103.86,3975900,106.22,4.94,46.64,47.81
2022-07-28,104.46,106.90,100.81,106.22,2380000,105.91,6.37,48.93,46.24
2022-07-27,102.16,106.46,100.55,105.91,3182800,100.33,8.56,48.62,47.50
2022-07-26,105.03,105.13,100.01,100.33,2878200,106.10,-0.68,42.87,47.76
2022-07-25,106.39,106.96,103.91,106.10,2039800,106.55,-1.89,48.03,54.07
2022-07-22,111.00,112.95,105.69,106.55,2656800,110.85,-1.83,48.46,59.98
2022-07-21,107.50,111.27,107.30,110.85,2982100,107.09,-8.95,52.56,64.34
2022-07-20,103.49,109.87,103.38,107.09,4298100,102.08,-13.65,49.06,58.39
2022-07-19,100.40,102.22,97.65,102.08,2829500,98.92,-14.98,43.93,52.95
2022-07-18,101.98,102.18,98.49,98.92,6516500,99.85,-21.50,40.42,47.73
2022-07-15,97.86,99.97,96.11,99.85,4714400,97.35,-11.12,41.13,39.66
2022-07-14,101.35,101.44,96.84,97.35,5552600,101.01,-10.62,38.45,47.63
2022-07-13,103.64,105.40,99.80,101.01,7903000,107.99,-10.86,40.98,55.23
2022-07-12,109.79,113.60,106.91,107.99,4205100,108.38,-5.14,46.39,64.82
2022-07-11,117.16,117.54,107.73,108.38,5461800,119.80,-11.44,46.71,71.78
2022-07-08,118.62,124.05,117.66,119.80,3261700,120.74,-2.84,57.48,79.69
2022-07-07,116.50,121.26,116.33,120.74,3036600,117.06,3.07,58.51,73.70
2022-07-06,120.68,123.96,116.57,117.06,4198100,120.42,1.89,55.61,74.65
2022-07-05,110.56,120.75,108.41,120.42,5310000,110.97,6.60,59.11,75.32
2022-07-01,108.77,111.98,106.83,110.97,2800300,107.97,0.97,51.08,67.08
2022-06-30,110.00,111.00,104.78,107.97,4249600,111.87,1.88,48.07,61.28
2022-06-29,112.93,113.72,110.04,111.87,2711800,113.13,-1.06,51.92,61.11
2022-06-28,119.82,122.08,112.86,113.13,3692500,119.82,6.27,53.20,64.90
2022-06-27,122.48,123.73,117.68,119.82,3457200,122.64,16.50,60.56,69.66
2022-06-24,118.81,122.99,118.12,122.64,12212800,117.67,13.57,64.03,73.92
2022-06-23,116.24,118.40,110.67,117.67,5464400,115.17,7.27,60.31,65.16
2022-06-22,112.03,119.53,111.77,115.17,5481800,113.82,-0.29,58.30,64.82
2022-06-21,112.15,117.37,110.86,113.82,6176200,110.00,-1.22,57.21,57.75
