datetime,open,high,low,close,volume,previous_close,mom,rsi,mfi
2023-07-31,76.67,76.89,75.85,76.14,6059500,76.86,-2.08,43.33,64.75
2023-07-28,76.42,77.32,76.34,76.86,5026500,76.51,-0.62,46.65,70.57
2023-07-27,77.33,78.28,76.40,76.51,6258600,77.19,-0.68,44.74,76.39
2023-07-26,76.77,77.38,76.61,77.19,4049700,77.23,0.48,47.83,69.21
2023-07-25,77.02,78.15,76.86,77.23,5298400,77.66,0.85,48.01,68.49
2023-07-24,79.82,80.18,76.25,77.66,11333500,80.64,1.54,49.90,74.45
2023-07-21,80.41,81.13,80.00,80.64,14982100,79.94,4.95,66.82,81.84
2023-07-20,79.56,80.78,79.54,79.94,6046000,78.96,5.52,64.17,79.38
2023-07-19,78.10,79.60,78.10,78.96,5351600,78.22,2.72,60.02,79.07
2023-07-18,77.54,78.86,77.40,78.22,5244900,77.48,0.98,56.49,72.39
2023-07-17,76.67,77.76,76.46,77.48,4954600,77.19,0.76,52.60,64.98
2023-07-14,76.61,77.64,76.46,77.19,6071700,76.71,0.12,51.00,56.92
2023-07-13,76.70,77.29,76.30,76.71,3341700,76.38,0.70,48.33,49.12
2023-07-12,76.36,77.18,76.33,76.38,5185100,76.12,0.20,46.47,49.21
2023-07-11,75.49,76.25,75.36,76.12,3530200,75.69,0.11,45.02,41.62
2023-07-10,74.50,75.88,74.45,75.69,5554900,74.42,-0.87,42.64,35.60
2023-07-07,75.66,75.94,74.33,74.42,6549400,76.24,-3.05,34.89,42.74
2023-07-06,76.91,77.04,76.02,76.24,5020300,77.24,-1.87,42.53,50.84
2023-07-05,76.57,77.60,76.10,77.24,5308300,76.72,-0.37,47.89,50.13
2023-07-03,76.26,76.84,75.84,76.72,3437300,77.07,-0.99,44.51,49.92
2023-06-30,76.49,77.24,76.16,77.07,6017200,76.01,-1.79,46.39,48.53
2023-06-29,75.88,76.48,75.49,76.01,5295800,76.18,-2.99,39.18,48.81
2023-06-28,75.92,76.22,75.25,76.18,4486900,76.01,-1.77,39.98,50.96
2023-06-27,76.65,76.89,75.80,76.01,5111200,76.56,-2.44,38.82,49.55
2023-06-26,77.20,77.20,74.96,76.56,6106200,77.47,-1.30,41.21,49.38
2023-06-23,78.33,78.36,77.26,77.47,4815500,78.11,-0.65,45.53,55.91
2023-06-22,77.75,78.19,77.31,78.11,3408800,77.61,-0.29,48.87,61.30
2023-06-21,77.67,78.45,77.00,77.61,5342300,77.71,1.53,46.00,56.53
2023-06-20,78.64,79.18,77.71,77.71,5362322,78.86,1.51,46.48,63.43
2023-06-16,79.25,79.53,78.50,78.86,13982721,79.00,1.14,52.39,63.74
2023-06-15,78.28,79.01,77.77,79.00,6508748,77.95,1.11,53.15,59.97
2023-06-14,78.04,78.40,77.32,77.95,6043768,78.45,1.74,47.86,51.39
2023-06-13,77.00,78.50,76.90,78.45,4893357,77.86,1.51,50.38,58.41
