datetime,open,high,low,close,volume,previous_close,mom,rsi,mfi
2023-07-31,377.96,382.07,377.39,378.53,867200,377.96,-6.89,51.43,48.94
2023-07-28,375.87,378.64,374.53,377.96,1041400,370.75,-5.73,50.94,48.98
2023-07-27,381.42,382.88,368.76,370.75,1261800,378.98,-9.66,44.49,48.92
2023-07-26,380.93,381.54,375.80,378.98,782400,382.12,-0.56,51.70,50.03
2023-07-25,380.00,383.11,378.73,382.12,725600,380.39,-1.20,54.85,48.99
2023-07-24,382.43,384.35,376.81,380.39,1211900,382.96,0.91,53.40,43.54
2023-07-21,384.62,388.38,381.00,382.96,2641800,381.86,13.44,55.88,48.93
2023-07-20,386.58,390.83,381.43,381.86,1341500,390.51,18.12,55.05,63.79
2023-07-19,385.00,394.54,384.87,390.51,1478200,385.42,23.48,63.81,65.08
2023-07-18,384.38,385.57,379.23,385.42,935200,383.69,9.43,60.36,63.34
2023-07-17,379.07,385.35,378.40,383.69,809400,380.41,4.28,59.13,62.96
2023-07-14,379.73,381.78,377.52,380.41,660000,379.54,1.91,56.77,63.54
2023-07-13,386.99,387.73,379.34,379.54,702000,383.32,9.28,56.15,53.08
2023-07-12,383.60,384.74,378.55,383.32,979900,379.48,7.07,59.62,48.00
2023-07-11,371.44,380.09,371.38,379.48,887300,369.52,4.96,57.12,41.13
2023-07-10,364.72,372.88,364.29,369.52,1043300,363.74,-4.25,49.61,34.33
2023-07-07,366.00,367.90,363.26,363.74,934100,367.03,-10.51,44.37,37.55
2023-07-06,370.00,373.49,366.01,367.03,1136000,375.99,-10.93,46.95,44.34
2023-07-05,376.33,381.15,374.10,375.99,1000100,379.41,-2.82,55.06,52.36
2023-07-03,379.90,381.50,377.61,379.41,498300,378.50,-4.08,58.65,58.98
2023-06-30,375.37,380.37,374.76,378.50,1477700,370.26,-4.52,57.98,61.70
2023-06-29,378.02,379.96,369.84,370.26,1103500,376.25,-12.37,51.27,61.96
2023-06-28,377.06,378.83,374.34,376.25,880400,374.52,-0.96,57.46,61.40
2023-06-27,375.29,377.50,374.16,374.52,823300,373.77,6.16,56.04,56.12
2023-06-26,377.31,378.29,373.47,373.77,1028100,374.25,5.59,55.43,50.42
2023-06-23,374.10,377.30,372.46,374.25,3262900,377.96,13.85,55.89,42.20
2023-06-22,376.43,379.42,376.00,377.96,886900,378.81,23.01,59.38,64.36
2023-06-21,384.03,385.50,378.02,378.81,1212900,383.49,24.88,60.18,58.96
2023-06-20,383.00,383.83,378.76,383.49,1468700,383.02,27.47,64.62,55.47
2023-06-16,386.87,386.87,381.05,383.02,1849700,382.63,26.58,64.38,54.26
2023-06-15,377.21,383.20,376.10,382.63,1405700,377.21,17.19,64.19,49.35
2023-06-14,370.00,378.76,369.09,377.21,1827900,368.36,48.86,61.52,45.52
2023-06-13,370.25,370.53,364.43,368.36,1629500,368.18,36.43,56.61,40.23
2023-06-12,362.18,368.80,357.16,368.18,1939900,360.40,31.54,56.51,35.83
2023-06-09,355.49,360.50,354.01,360.40,1707000,354.95,20.14,51.85,30.63
2023-06-08,354.02,355.27,350.90,354.95,1367200,353.93,12.61,48.24,26.10
2023-06-07,355.09,358.40,352.54,353.93,1376400,356.02,9.35,47.55,29.62
2023-06-06,357.90,361.61,354.78,356.02,1707900,356.44,2.16,48.78,33.42
2023-06-05,363.00,363.64,355.61,356.44,3093000,365.44,-6.68,49.01,33.55
2023-06-02,378.23,386.33,364.82,365.44,9304500,328.35,-3.09,54.23,39.08
2023-06-01,330.91,334.68,326.93,328.35,4166100,331.93,-50.35,22.81,15.32
2023-05-31,335.39,335.99,329.12,331.93,3735200,336.64,-40.29,24.30,17.28
2023-05-30,341.02,343.38,335.35,336.64,2531700,340.26,-34.88,26.42,24.37
2023-05-26,342.34,344.39,339.49,340.26,1789800,342.34,-35.45,28.17,25.99
2023-05-25,343.09,346.53,340.95,342.34,1415000,344.58,-33.86,29.20,26.65
2023-05-24,353.86,353.97,343.42,344.58,2117600,353.86,-32.74,30.31,33.87
2023-05-23,362.40,362.99,352.45,353.86,1589000,363.12,-25.46,35.51,34.71
2023-05-22,366.93,367.84,356.65,363.12,1830800,368.53,-18.32,42.21,42.40
2023-05-19,375.21,375.21,365.11,368.53,1566400,378.70,-13.33,47.02,43.67
2023-05-18,371.90,379.35,371.15,378.70,1223100,372.22,-8.01,58.71,51.96
2023-05-17,371.30,373.24,367.35,372.22,1377200,371.52,-9.84,51.59,51.38
2023-05-16,372.16,372.88,367.55,371.52,1509200,375.71,-11.60,50.74,50.47
2023-05-15,376.60,378.00,373.71,375.71,1298200,376.20,-5.04,56.24,51.96
2023-05-12,377.01,378.43,372.50,376.20,1044300,377.32,-8.79,56.92,42.65
2023-05-11,378.75,379.66,376.05,377.32,775800,379.32,-2.61,58.39,50.36
2023-05-10,385.36,385.36,377.72,379.32,1027100,381.44,1.24,61.02,55.51
2023-05-09,377.11,383.37,375.93,381.44,1004900,381.86,8.50,63.84,56.41
2023-05-08,387.99,388.99,380.92,381.86,1130900,386.71,9.05,64.39,56.89
2023-05-05,385.33,389.06,382.63,386.71,1318100,382.06,5.34,70.93,63.95
2023-05-04,383.12,384.73,381.02,382.06,1481700,383.12,4.26,68.04,64.81
2023-05-03,381.53,387.68,378.38,383.12,1279600,380.75,6.41,69.50,72.32
2023-05-02,383.18,383.80,378.25,380.75,1229400,384.99,10.63,68.08,65.47
2023-05-01,380.58,385.44,380.21,384.99,1302300,379.93,12.49,73.80,72.26
2023-04-28,377.16,380.33,375.91,379.93,1013600,378.08,11.55,71.11,72.21
2023-04-27,376.34,379.15,373.32,378.08,1045100,372.94,9.83,70.07,66.64
2023-04-26,373.78,375.21,371.86,372.94,1019700,372.81,8.56,66.99,59.79
2023-04-25,378.22,380.39,372.26,372.81,1784300,381.37,9.27,66.91,58.49
2023-04-24,378.76,384.25,377.83,381.37,1504000,377.80,15.56,78.53,68.19
2023-04-21,376.71,378.09,374.28,377.80,1007400,376.71,14.43,76.98,68.34
2023-04-20,369.53,377.84,369.07,376.71,1403800,370.12,12.38,76.50,70.22
2023-04-19,371.75,374.06,369.85,370.12,878800,372.50,5.31,73.38,58.67
2023-04-18,372.10,373.50,369.53,372.50,1407000,368.38,5.70,76.80,75.37
2023-04-17,369.99,373.41,366.99,368.38,1820000,368.25,0.98,74.92,77.95
2023-04-14,364.00,369.14,363.86,368.25,1030100,364.38,4.06,74.86,77.78
2023-04-13,365.87,366.86,363.50,364.38,1202400,363.54,6.29,73.10,77.94
2023-04-12,370.00,370.00,363.11,363.54,1092900,365.81,2.50,72.71,81.40
2023-04-11,362.75,368.94,361.80,365.81,1329300,363.37,45.50,75.43,81.89
2023-04-10,361.47,364.67,361.17,363.37,972200,364.33,46.15,74.48,82.20
2023-04-06,362.22,365.59,359.64,364.33,1322000,364.81,50.88,75.55,81.45
2023-04-05,367.64,371.26,362.76,364.81,1437900,366.80,56.59,76.06,79.92
2023-04-04,366.59,370.26,364.80,366.80,1682200,367.40,63.07,78.08,83.69
2023-04-03,364.19,367.52,361.74,367.40,1655600,364.19,68.59,78.66,79.32
2023-03-31,360.05,364.49,357.73,364.19,2216400,358.09,70.74,77.84,79.64
2023-03-30,365.00,368.14,356.50,358.09,2864900,361.04,63.35,76.22,72.92
2023-03-29,366.25,370.25,359.64,361.04,11502000,320.31,63.64,78.81,73.86
2023-03-28,319.61,321.25,314.22,320.31,5869000,317.22,27.08,62.43,59.96
2023-03-27,316.30,317.87,310.41,317.22,1817600,313.45,22.12,60.26,48.60
2023-03-24,308.06,315.51,306.59,313.45,1508100,308.22,20.55,57.49,41.97
2023-03-23,308.28,312.58,304.19,308.22,1517800,303.73,11.96,53.29,35.57
2023-03-22,301.62,312.20,300.78,303.73,2457200,298.81,1.93,49.30,34.42
2023-03-21,296.53,304.75,296.46,298.81,2369300,293.45,-7.06,44.47,30.78
2023-03-20,295.96,297.43,289.81,293.45,1621900,294.74,-8.36,38.54,23.30
2023-03-17,294.87,297.32,289.94,294.74,2517200,297.40,-9.86,39.48,23.76
2023-03-16,290.43,297.54,289.14,297.40,1667700,293.23,-19.43,41.42,29.21
2023-03-15,291.02,294.29,286.58,293.23,2055300,295.10,-18.42,36.92,23.02
2023-03-14,296.15,296.52,291.50,295.10,2805900,292.90,-14.39,38.14,23.94
2023-03-13,294.41,296.83,288.53,292.90,3388800,296.26,-16.30,35.82,17.24
2023-03-10,302.88,302.92,294.23,296.26,2863300,301.80,-14.04,37.83,19.13
2023-03-09,305.73,309.19,300.19,301.80,1492000,305.87,-6.30,41.39,21.21
2023-03-08,302.11,307.27,300.65,305.87,1395200,301.81,-11.93,44.23,28.31
2023-03-07,305.73,311.40,301.53,301.81,1974900,304.60,-14.71,40.44,35.21
2023-03-06,314.27,316.85,304.53,304.60,2401800,316.83,-9.51,42.27,43.75
2023-03-03,314.00,317.59,311.30,316.83,977400,311.65,-3.53,51.81,55.57
2023-03-02,307.94,313.60,306.57,311.65,898300,309.49,-10.18,47.12,47.60
2023-03-01,309.39,311.76,303.81,309.49,1255300,309.20,-15.74,45.05,48.49
2023-02-28,308.68,312.98,308.38,309.20,1032200,310.30,-10.68,44.78,47.76
2023-02-27,311.50,313.15,307.36,310.30,1006000,308.10,-6.78,45.56,55.14
2023-02-24,313.33,313.33,305.82,308.10,1287600,317.80,-1.30,43.73,47.97
2023-02-23,316.54,318.00,310.21,317.80,984000,316.52,7.35,50.74,48.12
2023-02-22,313.77,317.54,312.35,316.52,768800,314.11,7.24,49.75,57.86
2023-02-21,314.83,318.34,313.80,314.11,1065500,320.36,-4.99,47.93,60.69
2023-02-17,318.77,322.11,315.20,320.36,840000,321.83,9.04,52.52,58.92
2023-02-16,322.61,328.16,319.58,321.83,1096900,325.23,2.41,53.65,56.85
2023-02-15,318.06,325.27,317.67,325.23,1027400,319.88,2.47,56.23,48.78
2023-02-14,313.64,321.79,311.66,319.88,1005900,317.08,4.17,52.92,50.31
2023-02-13,311.31,317.49,309.97,317.08,1202500,309.40,10.20,51.12,44.68
2023-02-10,306.91,311.50,305.78,309.40,1364500,310.45,6.81,45.85,36.61
2023-02-09,313.43,316.53,309.23,310.45,1150700,309.28,-0.40,46.49,43.23
2023-02-08,314.06,315.52,307.03,309.28,1479700,319.10,-0.31,45.71,44.13
2023-02-07,311.66,319.78,305.78,319.10,1263000,311.32,9.58,51.56,44.06
2023-02-06,314.42,319.39,310.19,311.32,1249300,319.42,0.11,46.53,44.17
2023-02-03,317.50,325.10,317.50,319.42,1191200,322.76,3.34,51.72,50.02
2023-02-02,318.96,328.42,316.56,322.76,2224900,315.71,9.96,54.03,55.70
2023-02-01,306.90,318.69,305.25,315.71,2010200,306.88,7.77,49.62,54.38
2023-01-31,303.21,307.26,301.80,306.88,1667300,302.59,-11.19,43.29,54.75
2023-01-30,308.98,310.96,302.41,302.59,1585300,310.85,-21.23,39.88,63.76
2023-01-27,307.81,311.69,305.18,310.85,2077000,309.59,-4.62,44.68,50.99
2023-01-26,313.27,313.50,305.77,309.59,1708300,309.52,-5.40,43.72,57.97
2023-01-25,305.41,310.85,304.22,309.52,1425100,311.21,-2.44,43.67,58.18
2023-01-24,304.45,311.42,302.11,311.21,2693700,316.08,1.73,44.57,57.60
2023-01-23,312.50,319.13,310.00,316.08,1643400,312.80,17.42,47.15,64.34
2023-01-20,307.25,314.42,304.34,312.80,1537800,307.94,-16.46,45.17,64.00
2023-01-19,316.01,316.84,306.70,307.94,1519700,318.07,-17.99,42.17,63.31
2023-01-18,324.85,327.76,317.17,318.07,1284100,323.82,-2.91,47.16,63.44
2023-01-17,314.00,324.19,313.15,323.82,1491400,315.47,0.44,50.29,63.41
2023-01-13,311.17,315.74,310.25,315.47,1541700,314.99,-4.91,45.40,59.54
2023-01-12,311.96,316.85,306.86,314.99,1587700,311.96,-1.83,45.11,54.41
2023-01-11,310.76,312.41,306.90,311.96,2224400,309.48,3.00,43.35,55.55
2023-01-10,299.84,309.88,298.59,309.48,3140400,298.66,-5.56,41.94,48.08
2023-01-09,293.20,304.41,289.48,298.66,8292900,329.26,-12.88,35.43,40.39
2023-01-06,329.50,334.23,326.82,329.26,2298200,325.93,16.33,50.22,50.32
2023-01-05,320.87,328.54,316.50,325.93,1787000,320.98,9.19,48.03,40.22
2023-01-04,326.56,326.75,317.03,320.98,1678100,323.38,13.86,44.67,43.08
2023-01-03,326.88,327.34,319.46,323.38,1305000,320.38,6.46,46.01,52.36
2022-12-30,311.86,320.47,311.30,320.38,1345300,316.82,-0.86,44.06,42.00
2022-12-29,310.21,318.31,310.04,316.82,936000,308.96,-8.39,41.74,28.41
2022-12-28,313.99,315.82,307.63,308.96,1458200,315.04,-24.37,36.34,33.95
2022-12-27,312.77,318.99,309.66,315.04,1287900,311.54,-11.23,38.93,37.95
2022-12-23,310.25,312.68,309.00,311.54,933500,312.93,-16.69,36.51,34.56
2022-12-22,313.02,314.49,308.69,312.93,1499300,316.74,-13.46,37.05,33.60
2022-12-21,317.91,320.43,311.56,316.74,2324900,307.12,-57.77,38.51,37.18
2022-12-20,315.00,315.55,306.38,307.12,2354200,316.92,-65.21,32.27,35.86
2022-12-19,321.31,321.31,316.51,316.92,1247600,321.24,-53.08,35.69,42.24
2022-12-16,322.07,326.50,318.19,321.24,2170100,325.21,-59.89,37.31,45.13
2022-12-15,327.10,331.49,325.00,325.21,2073000,333.33,-60.78,38.82,49.49
2022-12-14,326.27,337.27,326.00,333.33,2816600,326.27,-48.49,42.04,53.15
2022-12-13,338.00,339.81,321.50,326.27,2618500,328.23,-54.04,37.88,50.46
2022-12-12,325.24,328.50,319.00,328.23,4119800,326.39,-35.09,38.59,47.92
2022-12-09,344.13,349.00,323.15,326.39,9287200,374.51,-36.89,37.57,52.79
2022-12-08,374.99,377.20,368.44,374.51,3344100,372.33,13.35,63.23,73.04
2022-12-07,371.23,377.01,369.98,372.33,1387000,370.00,11.80,62.14,63.96
