datetime,open,high,low,close,adjusted_close,volume,mom,rsi,mfi
2023-07-31,219.05,221.57,217.79,218.95,218.95,1048500,-9.12,40.29,36.39
2023-07-28,226.06,226.06,218.49,218.88,218.88,1001100,-7.27,40.21,40.57
2023-07-27,228.2,230.06,221.7,222.4,222.4,1016200,-21.37,42.78,41.04
2023-07-26,220.0,228.52,220.0,226.4,226.4,1461000,-17.45,45.87,45.98
2023-07-25,227.15,229.03,220.1,220.24,220.24,1689165,-23.04,39.63,39.25
2023-07-24,227.8,228.397,225.21,227.61,227.61,1084476,-14.21,45.45,47.57
2023-07-21,224.04,228.03,222.48,226.64,226.64,1539920,-11.19,44.46,45.13
2023-07-20,224.63,225.15,214.51,222.86,222.86,2850649,-17.99,40.52,44.18
2023-07-19,234.13,239.51,233.2,234.27,234.27,1038813,-4.71,50.56,55.96
2023-07-18,226.02,231.325,224.48,228.07,228.07,1307135,-12.90,43.50,55.33
2023-07-17,240.97,242.655,225.5,226.15,226.15,2253328,-7.88,41.08,63.85
2023-07-14,241.92,244.67,241.1,243.77,243.77,780787,12.01,64.69,72.03
2023-07-13,242.76,244.18,239.58,243.85,243.85,867121,14.17,64.85,73.80
2023-07-12,244.66,245.74,242.04,243.28,243.28,806364,15.91,64.27,74.00
2023-07-11,239.51,242.05,237.96,241.82,241.82,596001,16.32,62.83,65.22
2023-07-10,238.43,241.59,236.175,237.83,237.83,727212,13.50,58.58,58.73
2023-07-07,237.36,241.45,234.7901,240.85,240.85,769086,17.77,63.70,65.18
2023-07-06,238.6,241.16,235.72,238.98,238.98,805821,16.40,61.78,65.17
2023-07-05,234.38,241.54,233.5,240.97,240.97,1194053,19.78,65.18,70.66
2023-07-03,231.76,236.0,230.9,234.03,234.03,320768,9.43,57.62,69.12
2023-06-30,234.93,235.63,228.29,231.76,231.76,1228594,1.19,54.62,69.57
2023-06-29,226.18,229.79,223.98,229.68,229.68,748556,-4.27,51.72,61.64
2023-06-28,226.01,228.5,224.16,227.37,227.37,881782,-2.45,48.31,60.86
2023-06-27,225.03,226.64,223.58,225.5,225.5,930444,-4.03,45.41,59.59
2023-06-26,222.61,226.04,219.87,224.33,224.33,790343,-2.14,43.57,53.74
2023-06-23,222.75,226.99,222.05,223.08,223.08,1659911,-1.04,41.62,54.73
2023-06-22,220.81,223.33,215.11,222.58,222.58,919963,-6.40,40.86,54.23
2023-06-21,222.8,223.43,219.05,221.19,221.19,1269989,-6.53,38.80,62.34
2023-06-20,229.85,230.88,223.63,224.6,224.6,995637,0.71,42.14,63.15
2023-06-16,235.37,237.81,229.72,230.57,230.57,1018472,6.30,48.98,63.69
2023-06-15,228.81,235.02,227.27,233.95,233.95,788865,8.30,53.55,62.28
2023-06-14,230.0,232.11,227.12,229.82,229.82,506760,9.13,48.05,53.92
2023-06-13,227.22,229.73,224.0,229.53,229.53,588109,7.75,47.65,48.62
2023-06-12,224.47,226.75,222.8393,226.47,226.47,521095,4.63,43.33,42.58
2023-06-09,229.61,229.98,220.65,224.12,224.12,876065,0.32,39.78,42.16
2023-06-08,226.47,229.34,225.0,228.98,228.98,500287,7.28,45.21,48.83
2023-06-07,225.23,228.945,222.54,227.72,227.72,498998,3.48,43.35,42.02
2023-06-06,225.2,225.2,220.8174,223.89,223.89,498148,-6.54,37.34,43.81
2023-06-05,226.0,228.0449,223.22,224.27,224.27,576595,-12.19,37.71,41.42
2023-06-02,220.96,229.98,220.69,225.65,225.65,1528129,-7.73,39.00,40.58
2023-06-01,223.32,223.895,219.87,220.69,220.69,922696,-14.22,31.08,35.70
2023-05-31,221.74,222.6,218.61,221.78,221.78,1142138,-12.83,31.93,27.37
2023-05-30,224.79,227.72,220.51,221.84,221.84,916124,-9.95,31.97,37.18
2023-05-26,222.81,225.11,221.18,223.8,223.8,651947,-11.48,33.38,37.54
2023-05-25,223.41,223.59,219.8352,221.7,221.7,965724,-15.01,30.32,31.55
2023-05-24,229.35,229.85,223.91,224.24,223.39,615168,-8.81,31.97,32.01
2023-05-23,235.31,237.09,230.09,230.43,229.5565,697285,-6.62,36.46,30.17
2023-05-22,233.96,237.69,233.96,236.46,235.5637,424405,2.34,41.76,29.81
2023-05-19,235.89,237.1925,232.97,233.38,232.4954,554444,0.25,37.45,24.82
2023-05-18,233.99,235.33,230.61,234.91,234.0196,956270,-4.68,38.77,27.81
2023-05-17,232.94,236.54,230.07,234.61,233.7207,818564,-3.69,38.38,35.40
2023-05-16,235.3,236.08,230.04,231.79,230.9114,1109033,-9.13,34.68,33.99
2023-05-15,236.78,238.35,230.92,235.28,234.3882,788870,-11.71,37.25,35.28
2023-05-12,234.09,236.75,232.35,236.71,235.8127,579883,-24.33,38.33,35.75
2023-05-11,235.05,235.63,230.17,233.05,232.1666,984637,-27.84,33.76,31.18
2023-05-10,237.31,237.34,233.35,237.05,236.1514,1069940,-19.80,36.51,32.49
2023-05-09,231.34,236.49,229.48,234.12,233.2325,770903,-16.08,32.79,23.46
2023-05-08,239.41,240.14,232.22,233.13,232.2463,707281,-18.49,31.54,29.51
2023-05-05,238.3,241.92,236.51,239.59,238.6818,722911,-16.03,35.56,36.57
2023-05-04,241.09,243.26,236.84,238.3,237.3967,1218868,-18.58,34.00,42.67
2023-05-03,248.21,248.44,240.35,240.92,240.0068,801925,-17.71,35.63,45.37
2023-05-02,256.41,257.3,246.38,246.99,246.0538,970756,-18.33,39.73,52.57
2023-05-01,258.26,263.08,258.26,261.04,260.0505,941599,-2.01,52.76,54.52
2023-04-28,255.63,261.6,255.01,260.89,259.9011,873351,-2.29,52.61,53.10
2023-04-27,251.36,257.08,251.1,256.85,255.8764,501320,-1.68,48.39,50.16
2023-04-26,250.41,252.545,248.95,250.2,249.2516,613522,-15.15,40.28,44.77
2023-04-25,254.43,255.86,251.08,251.62,250.6662,586864,-10.05,41.58,51.94
2023-04-24,256.59,259.0,253.65,255.62,254.6511,404479,-8.38,45.40,51.79
2023-04-21,259.57,260.5858,254.565,256.88,255.9063,463390,-4.86,46.65,49.42
2023-04-20,264.06,264.06,257.26,258.63,257.6496,715035,-1.05,48.38,55.60
2023-04-19,260.46,266.77,260.46,265.32,264.3143,545365,7.11,55.67,63.41
2023-04-18,262.85,264.205,260.6,263.05,262.0529,710475,6.31,53.46,64.43
2023-04-17,259.39,264.8,259.39,263.18,262.1824,537663,8.15,53.60,54.43
2023-04-14,264.72,265.72,256.33,258.53,257.55,548362,-2.54,49.11,54.59
2023-04-13,262.6,267.42,261.505,265.35,264.3442,543380,8.15,56.57,61.49
2023-04-12,266.74,266.91,260.275,261.67,260.6781,609834,7.50,52.99,54.51
2023-04-11,261.99,265.29,260.46,264.0,262.9993,677434,13.27,55.69,53.79
2023-04-10,257.18,261.84,255.22,261.74,260.7479,387492,10.54,53.56,45.15
2023-04-06,258.6,259.95,256.31,259.68,258.6957,336375,3.27,51.59,39.32
2023-04-05,257.0,262.32,256.74,258.21,257.2312,512951,11.31,50.19,48.43
2023-04-04,255.15,257.57,254.03,256.74,255.7668,608591,10.53,48.81,51.07
2023-04-03,259.43,259.43,254.16,255.03,254.0633,814006,0.19,47.24,59.73
2023-03-31,258.21,261.7,257.54,261.07,260.0804,554820,3.86,52.54,67.80
2023-03-30,258.8,258.83,255.93,257.2,256.2251,505176,1.22,49.14,69.66
2023-03-29,254.34,256.25,252.11,254.17,253.2065,797131,-4.27,46.35,63.68
2023-03-28,249.47,252.27,247.96,250.73,249.7796,916068,-5.62,43.06,56.50
2023-03-27,256.19,257.74,250.7,251.2,250.2478,613924,0.41,43.40,63.53
2023-03-24,244.9,256.55,243.305,256.41,255.4381,617910,7.36,47.21,56.50
2023-03-23,245.91,249.96,243.7,246.9,245.9641,630630,6.78,37.98,51.00
2023-03-22,251.14,253.77,246.02,246.21,245.2767,762538,2.44,37.24,55.83
2023-03-21,256.97,258.87,249.7528,254.84,253.874,979946,4.03,43.22,60.84
2023-03-20,255.63,259.21,254.77,257.21,256.235,687332,11.14,45.07,59.88
2023-03-17,260.0,262.92,255.765,255.98,255.0097,1256823,-0.19,43.92,59.04
2023-03-16,254.86,260.48,254.33,258.44,257.4604,1044353,-1.91,45.70,58.28
2023-03-15,245.06,258.14,245.06,256.35,255.3783,1365652,-1.01,43.90,51.82
2023-03-14,252.84,254.03,247.3,250.79,249.8394,1194129,-4.12,38.90,52.36
2023-03-13,241.07,253.05,239.215,249.05,248.106,1299088,-10.30,37.27,39.45
2023-03-10,243.32,245.395,239.14,240.12,239.2098,928962,-19.78,28.16,31.76
2023-03-09,250.08,253.0125,242.46,243.77,242.846,1083527,-14.05,29.81,31.93
2023-03-08,246.28,253.46,246.11,250.81,249.0125,948301,-14.72,33.28,32.47
2023-03-07,256.06,256.27,245.86,246.07,244.3065,1192588,-12.93,28.04,25.42
2023-03-06,262.0,262.15,254.22,256.17,254.3341,866456,-16.62,33.20,26.24
2023-03-03,256.6,261.345,256.6,260.35,258.4841,729920,-20.89,35.74,31.89
2023-03-02,253.87,258.85,251.48,257.36,255.5156,629611,-26.23,32.31,26.49
2023-03-01,256.92,259.09,253.41,254.91,253.0831,1016035,-33.77,29.44,22.33
2023-02-28,259.37,263.72,257.51,259.35,257.4913,874435,-27.87,31.70,22.79
2023-02-27,262.51,264.78,256.915,259.9,258.0374,991424,-31.63,31.98,23.01
2023-02-24,264.63,264.63,257.11,257.82,255.9723,749869,-31.67,29.79,16.53
2023-02-23,261.59,266.83,256.8,265.53,263.627,1464606,-23.93,33.51,16.55
2023-02-22,267.12,269.35,256.03,259.0,257.1438,2677369,-33.77,26.27,13.33
2023-02-21,279.07,279.07,271.71,272.79,270.835,952367,-20.34,33.40,21.20
2023-02-17,279.65,283.21,279.3,281.24,279.2244,724738,-14.53,39.50,28.09
2023-02-16,283.77,287.95,282.53,283.59,281.5576,678624,-14.18,41.46,36.25
2023-02-15,285.17,288.89,283.51,288.68,286.6111,1295653,-19.41,46.04,35.17
2023-02-14,290.07,291.49,284.87,287.22,285.1616,611280,-13.95,44.41,42.69
2023-02-13,290.88,294.28,289.2,291.53,289.4407,718007,-6.00,48.44,49.39
2023-02-10,288.17,290.69,285.745,289.49,287.4153,847223,-0.71,46.29,41.49
2023-02-09,292.04,294.435,288.09,289.46,287.3855,547886,0.43,46.26,40.52
2023-02-08,292.72,293.97,290.635,292.77,290.6718,619677,1.69,49.12,40.06
2023-02-07,295.62,295.62,288.96,293.13,291.0292,660096,1.48,49.43,39.80
2023-02-06,293.53,296.485,289.5,295.77,293.6503,503353,8.36,51.63,39.10
2023-02-03,302.8,305.34,291.01,297.77,295.636,639937,11.50,53.31,37.40
2023-02-02,305.1,309.52,297.61,308.09,305.882,825346,11.28,63.11,38.03
2023-02-01,295.38,302.77,293.69,301.17,299.0116,527748,6.72,58.34,37.51
2023-01-31,291.95,297.725,289.69,297.53,295.3977,603243,5.05,55.53,38.97
2023-01-30,288.92,295.025,287.1,290.2,288.1202,851317,-12.62,49.12,33.14
2023-01-27,289.19,291.97,286.89,289.03,286.9586,974553,-17.52,48.01,30.87
2023-01-26,292.43,294.555,288.97,291.08,288.9939,430313,-15.36,49.78,38.12
2023-01-25,289.14,292.38,286.16,291.65,289.5598,659816,-14.44,50.25,33.15
2023-01-24,286.26,291.885,285.01,287.41,285.3502,797543,-6.42,46.72,33.83
2023-01-23,294.13,295.285,285.27,286.27,284.2184,1075867,-5.12,45.76,39.69
2023-01-20,293.43,297.08,287.15,296.81,294.6828,640401,5.36,54.15,42.52
2023-01-19,291.75,297.5,289.695,294.45,292.3397,680607,13.08,52.33,47.98
2023-01-18,302.06,303.44,291.58,292.48,290.3839,826121,-0.15,50.82,50.27
2023-01-17,302.55,306.44,301.01,302.82,300.6498,928215,21.08,60.12,58.54
2023-01-13,302.06,307.71,302.06,306.55,304.353,458629,26.24,64.04,67.92
2023-01-12,304.42,312.34,300.626,306.44,304.2438,740836,21.55,63.98,68.05
2023-01-11,295.81,306.355,294.27,306.09,303.8963,760647,27.39,63.79,68.05
2023-01-10,291.3,294.29,287.34,293.83,291.7242,626404,11.33,56.21,59.20
2023-01-09,291.96,296.78,290.39,291.39,289.3017,500196,8.88,54.45,58.39
2023-01-06,283.25,293.78,278.035,291.45,289.3612,608358,11.36,54.50,47.12
2023-01-05,289.59,290.21,280.94,281.37,279.3535,624787,0.69,46.89,39.97
2023-01-04,284.47,296.59,284.47,292.63,290.5328,777900,14.27,56.74,40.59
2023-01-03,282.63,285.47,278.35,281.74,279.7208,482509,4.28,46.67,41.85
2022-12-30,281.7,284.84,277.465,280.31,278.3011,429178,0.02,45.12,35.64
2022-12-29,280.53,285.63,280.53,284.89,282.8483,375871,-3.76,49.41,41.22
2022-12-28,283.76,285.955,278.46,278.7,276.7026,291253,-15.69,42.55,36.34
2022-12-27,282.65,283.43,278.99,282.5,280.4754,525140,-18.98,46.11,35.16
2022-12-23,278.34,283.15,278.065,282.51,280.4853,350315,-8.02,46.12,28.99
2022-12-22,276.34,281.7,275.425,280.09,278.0827,489233,-8.10,43.53,24.65
2022-12-21,278.52,286.5,277.39,280.68,278.6684,807465,-8.59,44.01,23.85
2022-12-20,273.83,280.35,272.6616,278.36,276.3651,634200,-9.34,41.66,22.42
2022-12-19,279.46,282.42,274.59,277.46,275.4715,766934,-11.22,40.77,38.62
2022-12-16,285.57,285.57,274.77,280.29,278.2812,1252688,-13.23,42.68,44.10
2022-12-15,289.63,294.7731,288.25,288.65,286.5813,556160,-6.60,48.98,46.83
2022-12-14,300.66,303.47,293.45,294.39,292.2802,481442,-6.82,54.06,51.36
2022-12-13,301.38,309.41,299.75,301.48,299.3194,894792,2.18,61.38,57.05
2022-12-12,289.64,290.7,286.73,290.53,288.4478,571964,-4.02,52.08,47.45
2022-12-09,288.02,293.21,287.28,288.19,286.1246,490282,-5.07,49.68,54.29
2022-12-08,288.39,291.3,287.06,289.27,287.1969,473991,-7.27,50.77,54.91
2022-12-07,289.45,295.53,285.59,287.7,285.6381,573656,-9.91,49.27,54.30
2022-12-06,291.73,295.1427,286.68,288.68,286.6111,602669,-5.38,50.15,59.52
2022-12-05,293.58,297.23,289.64,293.52,291.4164,510116,-2.10,54.68,65.48
2022-12-02,298.3,299.71,291.49,295.25,293.134,757259,4.57,56.36,62.62
2022-12-01,302.25,307.43,299.11,301.21,299.0513,586659,13.35,62.53,70.25
2022-11-30,293.2,300.1,290.62,299.3,297.155,1987655,3.28,61.27,72.08
2022-11-29,292.8,298.87,291.14,294.55,292.439,449113,-0.63,58.00,62.30
2022-11-28,295.96,297.35,290.77,293.26,291.1583,605738,3.85,57.09,63.82
2022-11-25,297.74,299.245,295.12,296.54,294.4148,313866,-1.44,60.18,70.73
2022-11-23,293.86,298.84,293.67,297.61,295.4771,587989,0.74,61.18,71.26
2022-11-22,295.5,296.16,289.95,294.06,291.9525,886869,19.33,59.08,65.64
2022-11-21,289.67,296.28,288.85,295.62,293.5014,739127,16.86,60.41,65.82
2022-11-18,291.43,292.83,285.92,290.68,288.5968,622304,13.54,57.60,66.81
2022-11-17,290.52,295.94,285.415,287.86,285.797,582453,15.55,55.94,68.15
2022-11-16,295.59,298.71,294.525,296.02,293.8985,439691,25.72,62.52,74.34
2022-11-15,293.2,296.32,290.99,295.18,292.3596,543640,26.83,62.09,74.97
2022-11-14,299.27,299.27,289.22,289.41,286.6447,945550,13.65,59.13,75.57
2022-11-11,296.87,301.85,296.65,297.98,295.1329,775529,28.08,66.27,83.36
2022-11-10,290.01,297.18,287.47,296.87,294.0335,1265828,26.86,65.77,83.53
2022-11-09,278.47,281.79,274.32,274.73,272.105,505159,14.49,52.92,75.78
2022-11-08,277.14,283.05,273.29,278.76,276.0965,884855,19.98,56.51,70.06
