datetime,open,high,low,close,adjusted_close,volume,mom,rsi,mfi
2023-07-31,335.15,336.3,321.02,330.27,330.27,2354900,11.87,74.45,67.30
2023-07-28,334.49,337.79,324.84,334.5,334.5,2043900,32.45,77.77,73.17
2023-07-27,325.0,336.64,321.01,327.34,327.34,3228200,31.96,76.10,73.14
2023-07-26,319.53,323.63,307.19,317.36,317.36,2356000,23.31,73.51,72.50
2023-07-25,309.16,323.99,309.16,321.35,321.35,2351300,44.71,76.59,74.24
2023-07-24,303.5,312.76,294.73,309.37,309.37,2903300,38.42,73.50,73.78
2023-07-21,309.0,315.16,296.01,303.15,303.15,4009700,33.22,71.70,72.79
2023-07-20,298.74,307.97,281.34,302.95,302.95,4929700,42.94,71.64,71.38
2023-07-19,324.0,329.07,296.4,303.67,303.67,4401700,53.14,72.13,83.00
2023-07-18,302.5,319.37,296.15,318.4,318.4,2664700,63.40,82.90,95.54
2023-07-17,299.1,305.11,292.19,302.05,302.05,2549500,52.85,79.79,95.40
2023-07-14,298.0,306.85,288.44,295.38,295.38,3755000,46.13,78.30,95.34
2023-07-13,280.26,295.39,279.21,294.05,294.05,3065100,58.12,77.99,88.86
2023-07-12,273.05,278.0,265.21,276.64,276.64,2774200,40.70,73.52,88.89
2023-07-11,275.17,282.9,262.54,270.95,270.95,2932700,44.78,71.78,82.04
2023-07-10,262.0,270.2,253.31,269.93,269.93,2511200,53.43,71.47,73.20
2023-07-07,255.0,267.77,254.55,260.01,260.01,2869600,43.95,68.30,65.16
2023-07-06,252.99,256.0,245.1,250.53,250.53,1757800,24.07,64.83,57.99
2023-07-05,248.0,263.38,247.95,255.0,255.0,2059800,35.09,68.09,64.06
2023-07-03,254.89,262.99,246.71,249.2,249.2,1710900,26.80,66.03,54.38
2023-06-30,240.0,253.96,239.88,249.25,249.25,2551700,18.48,66.07,47.40
2023-06-29,240.8,248.82,231.35,235.93,235.93,2726600,-7.99,61.10,48.92
2023-06-28,223.27,238.16,220.29,235.94,235.94,2666700,-11.83,61.10,50.06
2023-06-27,222.41,228.34,218.51,226.17,226.17,2432466,-18.07,57.13,52.33
2023-06-26,219.71,229.99,213.08,216.5,216.5,2840615,-42.15,52.70,52.02
2023-06-23,222.34,224.49,214.23,216.06,216.06,2509400,-45.60,52.49,47.05
2023-06-22,221.99,241.97,221.14,226.46,226.46,3936600,-27.89,58.09,46.73
2023-06-21,221.0,227.0,217.2,219.91,219.91,2603600,-19.87,55.30,45.56
2023-06-20,227.3,235.71,219.33,222.4,222.4,3363300,-10.75,56.63,43.84
2023-06-16,245.0,245.78,230.37,230.77,230.77,3031000,7.11,61.23,52.55
2023-06-15,244.46,248.99,239.2,243.92,243.92,2198200,21.98,69.46,60.30
2023-06-14,243.17,253.0,239.14,247.77,247.77,2645600,16.75,72.09,67.56
2023-06-13,260.85,261.0,232.11,244.24,244.24,4520500,20.29,71.16,66.49
2023-06-12,264.7,266.44,245.34,258.65,258.65,3468500,24.55,81.46,71.72
2023-06-09,263.0,270.18,256.88,261.66,261.66,3507700,42.48,83.82,78.55
2023-06-08,240.63,259.69,237.12,254.35,254.35,3522100,47.49,82.69,77.57
2023-06-07,244.03,261.65,237.0,239.78,239.78,4494800,72.16,80.12,76.76
2023-06-06,221.0,235.74,220.12,233.15,233.15,2071500,71.24,78.80,75.00
2023-06-05,219.14,227.68,217.02,223.66,223.66,1923100,58.85,76.73,74.59
2023-06-02,234.49,237.88,220.2,221.94,221.94,2728500,57.75,76.35,78.70
2023-06-01,226.63,232.49,220.24,231.02,231.02,2968900,66.46,83.13,84.99
2023-05-31,226.34,227.56,216.0,223.95,223.95,4416300,69.64,81.98,83.94
2023-05-30,228.0,242.99,227.67,234.1,234.1,4830000,88.26,90.24,94.50
2023-05-26,209.95,227.71,207.01,219.18,219.18,4985000,81.34,88.68,90.22
2023-05-25,196.01,213.41,192.5,206.86,206.86,7137200,72.36,87.11,84.32
2023-05-24,159.63,167.92,158.26,167.62,167.62,1551200,31.19,78.06,79.62
2023-05-23,162.91,165.66,159.58,161.91,161.91,1437500,27.63,75.76,79.80
2023-05-22,164.2,169.41,162.55,164.81,164.81,1753700,32.56,79.70,88.40
2023-05-19,167.41,171.67,160.24,164.19,164.19,2775700,27.56,79.49,83.51
2023-05-18,155.45,166.55,155.45,164.56,164.56,3278700,27.33,79.95,82.38
2023-05-17,147.0,156.0,147.0,154.31,154.31,2751300,17.91,76.43,80.66
2023-05-16,137.83,147.5,137.6,145.84,145.84,2289100,11.89,72.75,78.91
2023-05-15,136.0,139.34,135.55,137.84,137.84,1001900,33.41,68.44,77.74
2023-05-12,138.81,139.88,132.69,134.5,134.5,792600,29.39,66.38,72.19
2023-05-11,133.42,137.47,133.0,136.43,136.43,1092700,31.00,68.79,63.27
2023-05-10,132.45,135.58,131.06,134.28,134.28,1021100,35.70,67.57,59.83
2023-05-09,136.79,137.5,132.09,132.25,132.25,1463600,37.36,66.42,60.09
2023-05-08,135.95,139.23,134.39,136.63,136.63,1487700,43.35,71.50,60.48
2023-05-05,138.2,143.53,135.03,137.23,137.23,2362800,38.64,72.21,65.76
2023-05-04,132.82,139.5,131.23,136.4,136.4,2122800,29.08,71.85,63.35
2023-05-03,116.0,136.64,114.32,133.95,133.95,8162800,25.94,70.83,61.25
2023-05-02,105.2,107.8,101.71,104.43,104.43,2040900,-5.39,50.87,40.19
2023-05-01,105.44,107.96,103.12,105.11,105.11,1584500,-10.77,51.62,48.27
2023-04-28,98.45,105.5,98.02,105.43,105.43,1503700,-5.00,51.96,46.89
2023-04-27,94.22,98.76,93.34,98.58,98.58,1000600,-10.57,44.79,46.47
2023-04-26,94.64,96.18,94.01,94.89,94.89,1504300,-13.35,40.34,37.78
2023-04-25,97.99,97.99,93.19,93.28,93.28,2171100,-14.83,38.32,32.59
2023-04-24,97.51,103.37,96.91,98.59,98.59,4235100,-6.09,42.75,40.98
2023-04-21,106.99,108.07,102.33,107.32,107.32,1098700,0.77,51.89,54.69
