datetime,open,high,low,close,adjusted_close,volume,mom,rsi,mfi
2023-07-31,5.21,5.39,5.07,5.1,5.0744,24200730,-0.19,51.41,48.30
2023-07-28,4.85,5.155,4.8,5.11,5.0844,19854160,0.17,51.52,47.60
2023-07-27,4.96,5.025,4.7,4.81,4.7859,21181900,0.06,48.51,47.29
2023-07-26,5.12,5.3,4.88,4.89,4.8655,31869939,0.00,49.27,48.01
2023-07-25,5.96,5.98,5.07,5.13,5.1043,44713770,0.32,51.51,49.63
2023-07-24,6.77,6.94,5.98,6.0,5.9699,39162930,1.22,60.80,52.55
2023-07-21,6.99,7.39,6.57,7.08,7.0445,133016406,2.47,76.75,58.06
2023-07-20,5.47,7.95,5.43,7.81,7.7709,127968492,3.36,91.89,87.51
2023-07-19,5.29,5.56,5.27,5.49,5.4625,30894369,1.05,80.59,78.09
2023-07-18,4.94,5.365,4.92,5.29,5.2635,30128301,0.73,78.16,76.44
2023-07-17,4.71,4.96,4.65,4.94,4.9152,14774550,0.31,72.57,76.54
2023-07-14,4.84,4.85,4.72,4.75,4.7262,15179280,0.22,68.50,75.87
2023-07-13,4.8,4.92,4.78,4.89,4.8655,9727234,0.56,76.23,83.36
2023-07-12,4.82,4.86,4.73,4.81,4.7859,14071180,0.54,74.72,83.71
2023-07-11,4.625,4.795,4.61,4.78,4.7561,16910770,0.69,74.14,78.29
2023-07-10,4.5,4.67,4.45,4.61,4.5869,17402010,0.70,70.64,69.05
2023-07-07,4.44,4.5,4.41,4.45,4.4277,11730900,0.62,66.70,72.82
2023-07-06,4.52,4.53,4.4,4.44,4.4178,11985590,0.69,66.44,73.46
2023-07-05,4.6,4.61,4.45,4.56,4.5372,14323750,0.90,72.81,72.43
2023-07-03,4.56,4.645,4.51,4.63,4.6068,11364290,0.88,76.80,77.42
2023-06-30,4.37,4.55,4.32,4.53,4.5073,17133660,0.59,74.98,72.96
2023-06-29,4.3,4.33,4.16,4.33,4.3083,15686850,0.50,70.72,68.02
2023-06-28,4.14,4.29,4.105,4.27,4.2486,21406189,0.50,69.26,67.77
2023-06-27,3.92,4.32,3.89,4.09,4.0695,39288262,0.26,64.30,67.50
2023-06-26,3.83,3.95,3.8,3.91,3.8904,10995990,0.12,58.02,63.91
2023-06-23,3.7,3.85,3.65,3.83,3.8108,23944830,0.02,54.73,58.76
2023-06-22,3.67,3.78,3.65,3.75,3.7312,18712240,-0.13,51.18,51.58
2023-06-21,3.77,3.77,3.65,3.66,3.6417,14579000,-0.20,46.82,52.39
2023-06-20,3.95,3.9699,3.7,3.75,3.7312,26958631,0.02,51.05,58.89
2023-06-16,3.91,3.98,3.79,3.94,3.9203,57973910,0.34,62.05,66.68
2023-06-15,3.79,3.84,3.7525,3.83,3.8108,10965000,0.25,57.08,59.55
2023-06-14,3.83,3.91,3.76,3.77,3.7511,18443350,0.07,54.03,60.00
2023-06-13,3.81,3.85,3.78,3.83,3.8108,11525930,0.27,57.84,61.84
2023-06-12,3.79,3.82,3.67,3.79,3.771,14185780,0.19,55.92,55.27
2023-06-09,3.885,3.89,3.79,3.81,3.7909,13141920,0.28,57.13,55.90
2023-06-08,3.88,3.92,3.77,3.88,3.8606,14963030,0.39,61.46,56.09
2023-06-07,3.74,3.89,3.71,3.86,3.8407,21234910,0.33,60.67,49.43
2023-06-06,3.62,3.739,3.59,3.73,3.7113,12731200,0.20,55.11,48.15
2023-06-05,3.58,3.69,3.57,3.6,3.582,16651199,0.05,48.33,42.26
2023-06-02,3.71,3.74,3.55,3.58,3.5621,16895189,0.05,47.19,48.23
2023-06-01,3.59,3.76,3.48,3.7,3.6815,23897641,0.07,53.80,56.10
2023-05-31,3.59,3.63,3.56,3.56,3.5422,24174109,-0.07,45.53,55.25
2023-05-30,3.53,3.61,3.52,3.6,3.582,12567690,0.06,47.80,45.33
2023-05-26,3.48,3.56,3.45,3.53,3.5123,13610830,-0.06,43.20,36.61
2023-05-25,3.48,3.52,3.45,3.49,3.4725,10179280,-0.06,40.41,29.09
2023-05-24,3.53,3.54,3.47,3.53,3.5123,13017200,-0.09,42.34,34.88
2023-05-23,3.54,3.6,3.5,3.53,3.5123,16868551,0.11,42.34,35.10
2023-05-22,3.55,3.58,3.505,3.55,3.5322,12426650,0.13,43.23,42.51
