datetime,open,high,low,close,adjusted_close,volume,mom,rsi,mfi
2023-07-31,18.51,19.47,18.37,19.26,19.26,145900,1.26,57.10,53.19
2023-07-28,18.1,18.46,18.07,18.42,18.42,67300,0.60,49.74,47.53
2023-07-27,18.36,18.44,17.82,17.86,17.86,80700,-0.51,43.77,40.07
2023-07-26,17.97,18.24,17.89,18.15,18.15,106500,-1.25,46.42,40.43
2023-07-25,18.22,18.22,17.81,17.81,17.81,55300,-1.13,42.64,37.42
2023-07-24,18.32,18.42,18.02,18.17,18.17,44600,-1.07,45.82,35.08
2023-07-21,18.6,18.6,18.02,18.16,18.16,84400,-0.42,45.72,38.87
2023-07-20,18.59,18.65,18.35,18.43,18.43,37700,-0.36,48.04,49.50
2023-07-19,18.07,18.9,18.07,18.62,18.62,37800,-0.59,49.69,56.39
2023-07-18,17.77,18.5,17.7,18.0,18.0,46600,-0.85,43.84,52.86
2023-07-17,18.28,18.28,17.66,17.82,17.82,100400,-1.28,42.03,52.08
2023-07-14,19.46,19.46,18.36,18.37,18.37,70100,-0.19,46.27,59.55
2023-07-13,19.1,19.47,18.82,19.4,19.4,68900,0.91,56.13,56.69
2023-07-12,19.5,19.66,18.94,18.94,18.94,51000,0.69,51.88,49.58
2023-07-11,18.6,19.41,18.6,19.24,19.24,41700,0.85,55.12,43.21
2023-07-10,18.97,19.3,18.55,18.58,18.58,64600,0.56,48.56,37.37
2023-07-07,18.83,19.36,18.47,18.79,18.79,69300,1.06,50.75,37.19
2023-07-06,18.57,19.24,18.465,19.21,19.21,60400,1.27,55.39,38.82
2023-07-05,18.78,19.02,18.34,18.85,18.85,108100,0.63,51.89,36.59
2023-07-03,18.56,19.14,18.56,19.1,19.1,26700,1.03,54.66,44.53
2023-06-30,18.8,18.85,18.56,18.56,18.56,101800,-0.21,49.23,46.01
2023-06-29,18.32,18.755,18.25,18.49,18.49,92600,-0.57,48.49,36.43
2023-06-28,18.4,18.4,18.08,18.25,18.25,30100,-0.81,45.98,33.22
2023-06-27,18.08,18.56,17.849,18.39,18.39,30700,-0.67,47.23,44.96
2023-06-26,17.73,18.2,17.73,18.02,18.02,28600,-0.93,43.46,45.69
2023-06-23,17.75,18.11,17.715,17.73,17.73,118300,-0.78,40.37,39.99
2023-06-22,18.08,18.24,17.83,17.94,17.94,57800,-1.01,41.91,49.90
2023-06-21,18.01,18.72,17.845,18.22,18.22,61700,-0.58,43.99,50.41
2023-06-20,18.78,18.78,18.01,18.07,18.07,68300,-0.02,42.57,50.34
2023-06-16,19.22,19.22,18.69,18.77,18.77,68600,1.34,47.82,61.26
2023-06-15,19.13,19.15,18.84,19.06,19.06,31200,1.33,50.21,71.66
2023-06-14,19.11,19.66,18.893,19.06,19.06,29800,1.26,50.21,69.39
2023-06-13,19.17,19.44,19.03,19.06,19.01,32800,1.49,50.21,63.48
2023-06-12,18.77,19.442,18.72,18.95,18.9003,47300,0.61,49.44,64.32
2023-06-09,19.11,19.11,18.31,18.51,18.4614,30300,1.08,46.38,57.97
2023-06-08,18.78,19.27,18.45,18.95,18.9003,56600,2.62,49.14,55.91
2023-06-07,18.28,19.63,18.155,18.8,18.7507,120600,1.89,48.17,56.35
2023-06-06,17.3,18.44,17.3,18.09,18.0425,42200,0.95,43.39,54.02
2023-06-05,17.74,17.849,17.31,17.43,17.3843,75400,0.27,38.49,46.01
