datetime,open,high,low,close,adjusted_close,volume,mom,rsi,mfi
2023-07-31,140.6,140.6,137.19,137.77,137.77,5633900,-0.68,46.88,47.88
2023-07-28,138.88,142.14,138.34,140.87,140.87,7683100,2.87,56.58,53.91
2023-07-27,141.97,142.54,139.39,139.88,139.88,5560900,0.20,53.74,55.46
2023-07-26,141.38,141.75,139.77,141.09,141.09,4436400,0.40,58.04,57.45
2023-07-25,142.31,142.84,140.89,142.47,142.47,4271700,1.58,63.42,63.02
2023-07-24,140.57,142.49,140.54,141.37,141.37,5012000,1.35,60.73,57.65
2023-07-21,140.85,141.84,140.09,140.9,140.9,12713240,2.56,59.54,55.57
2023-07-20,138.35,141.27,138.35,140.1,140.1,5448895,1.13,57.52,49.35
2023-07-19,139.7,140.415,137.36,137.58,137.58,4857555,-1.58,50.26,47.10
2023-07-18,138.09,140.455,137.51,138.45,138.45,5261869,-1.11,53.17,54.49
2023-07-17,139.32,139.65,137.77,138.0,138.0,4909675,-1.33,51.83,53.36
2023-07-14,138.97,140.34,138.46,139.68,139.68,4053267,0.78,57.55,62.26
2023-07-13,141.09,141.2,139.13,140.69,140.69,3423546,3.85,61.33,61.02
2023-07-12,140.72,141.25,139.57,140.89,140.89,4288512,4.62,62.08,68.29
2023-07-11,137.92,140.08,137.905,140.02,140.02,3639720,3.85,60.11,69.39
2023-07-10,139.03,140.345,138.075,138.34,138.34,5624746,3.49,56.01,59.69
2023-07-07,138.5,139.95,137.8885,138.97,138.97,3070541,6.17,58.09,53.62
2023-07-06,138.64,139.72,138.55,139.16,139.16,3108961,4.82,58.70,61.46
2023-07-05,138.83,139.645,137.912,139.56,139.56,3326328,6.88,59.93,53.37
2023-07-03,138.92,139.89,138.17,139.33,139.33,1862075,8.10,59.47,52.35
2023-06-30,137.26,139.18,137.01,138.9,138.9,4841656,7.97,58.66,48.49
2023-06-29,135.95,137.28,135.91,136.84,136.84,3071494,4.08,54.63,48.80
2023-06-28,136.25,136.335,135.12,136.27,136.27,3263317,8.22,53.46,51.88
2023-06-27,135.0,136.6,134.85,136.17,136.17,4046358,6.29,53.26,44.43
2023-06-26,133.15,134.98,132.99,134.85,134.85,4426855,4.07,50.72,37.55
2023-06-23,133.7,134.5954,132.6014,132.8,132.8,5331177,1.44,46.52,40.18
2023-06-22,132.96,134.48,132.68,134.34,134.34,4841715,4.02,49.46,31.24
2023-06-21,131.0,133.85,130.99,132.68,132.68,6577807,6.13,46.05,32.04
2023-06-20,131.37,131.9,129.84,131.23,131.23,7027608,2.69,42.92,32.76
2023-06-16,131.16,132.07,130.69,130.93,130.93,13014800,-1.29,42.28,32.75
2023-06-15,130.51,133.25,129.6,132.76,132.76,8904764,1.57,45.16,33.66
2023-06-14,129.52,129.7,127.72,128.05,128.05,8696303,-10.86,34.50,27.12
2023-06-13,130.7,130.7,129.15,129.88,129.88,5139114,-7.37,37.10,27.79
2023-06-12,131.69,131.8,129.46,130.78,130.78,4452343,-4.34,38.42,31.81
2023-06-09,130.42,131.9,130.0,131.36,131.36,5623021,-3.79,39.26,37.33
2023-06-08,128.0,130.41,127.79,130.32,130.32,8761642,-5.44,36.97,38.43
2023-06-07,128.84,129.0,126.05,126.55,126.55,11273670,-13.45,27.82,31.70
2023-06-06,131.19,131.915,127.39,128.54,128.54,11129200,-12.83,29.95,32.49
2023-06-05,132.0,133.01,130.89,132.22,132.22,9068413,-9.38,34.49,34.12
2023-06-02,129.0,131.35,124.9199,131.19,131.19,37260238,-7.84,31.81,31.83
2023-06-01,137.36,139.2,137.18,138.91,138.91,6245595,0.73,44.51,46.21
2023-05-31,136.14,138.73,135.32,137.25,137.25,7811230,-4.33,39.70,45.07
2023-05-30,134.17,135.79,133.71,135.12,135.12,6874746,-8.58,32.76,38.02
2023-05-26,135.24,136.48,134.1,135.15,135.15,8849023,-9.47,32.81,38.66
2023-05-25,136.43,137.3,134.92,135.76,135.76,9328447,-8.36,33.77,45.91
2023-05-24,141.4,141.67,139.89,140.0,140.0,4794589,-2.70,41.64,54.51
2023-05-23,140.93,141.77,140.315,141.37,141.37,5300177,-0.66,44.78,60.48
2023-05-22,139.85,142.17,136.93,141.6,141.6,8884932,-0.43,45.31,53.74
2023-05-19,138.63,140.15,138.02,139.03,139.03,7738251,-5.15,37.63,43.92
2023-05-18,140.49,140.85,136.335,138.18,138.18,11619820,-5.38,34.82,35.01
2023-05-17,144.44,144.5,140.86,141.58,141.58,6752847,0.32,41.82,35.81
2023-05-16,144.52,144.94,142.87,143.7,143.7,3657896,3.79,47.33,44.79
2023-05-15,143.74,144.84,143.4,144.62,144.62,4065227,4.26,49.98,44.20
2023-05-12,142.95,144.225,142.77,144.12,144.12,3914830,0.91,48.52,46.01
2023-05-11,141.72,143.41,141.72,142.7,142.7,4137753,-1.20,44.24,46.03
2023-05-10,142.5,143.25,140.99,142.03,142.03,4738085,-7.91,42.13,40.57
2023-05-09,143.81,144.08,141.75,142.03,142.03,5038335,-6.25,42.13,39.48
2023-05-08,144.0,144.31,142.72,144.18,144.18,4526481,-3.82,47.06,39.42
2023-05-05,141.5,143.9,141.12,143.56,143.56,5091955,-2.30,45.35,38.57
2023-05-04,140.13,141.76,140.13,141.26,141.26,4849285,-4.96,38.51,36.94
2023-05-03,140.59,141.22,139.69,139.91,139.91,5568409,-6.03,34.00,31.30
2023-05-02,143.0,143.2,140.09,140.36,140.36,6764575,-8.42,34.79,37.02
2023-05-01,144.53,144.57,142.61,143.21,143.21,5810901,-7.11,40.29,37.91
2023-04-28,146.5,147.02,143.345,143.9,143.9,9431708,-6.59,41.77,45.98
2023-04-27,148.85,150.45,148.76,149.94,149.94,6332780,0.35,59.60,48.93
2023-04-26,146.19,148.94,145.6625,148.28,148.28,4522492,-2.09,54.66,47.23
2023-04-25,146.27,149.18,146.195,148.0,148.0,6394498,-1.51,53.77,56.90
2023-04-24,146.13,146.7699,145.62,145.86,145.86,3889320,-4.09,46.34,47.09
2023-04-21,144.9,146.575,144.9,146.22,146.22,4323628,-3.77,47.53,48.43
2023-04-20,146.79,147.75,144.89,145.94,145.94,6716112,-3.67,46.54,55.13
2023-04-19,150.24,150.48,148.65,148.78,148.78,4931650,-0.34,56.66,63.47
2023-04-18,151.13,151.66,150.1026,150.32,150.32,3267591,4.01,63.62,70.29
2023-04-17,150.37,150.5,149.59,150.49,150.49,2888531,3.73,64.44,65.29
2023-04-14,149.79,150.15,149.2,149.59,149.59,3227476,4.75,62.06,66.24
2023-04-13,149.67,150.56,148.83,150.37,150.37,3491048,5.80,65.59,65.32
2023-04-12,149.71,150.7,149.25,149.51,149.51,4717296,5.70,63.46,58.34
2023-04-11,150.0,150.29,149.53,149.95,149.95,5550202,7.16,65.38,58.55
2023-04-10,149.15,150.0,147.88,149.99,149.99,4984464,6.09,65.55,58.45
2023-04-06,149.4,149.95,148.435,149.61,149.61,4263747,7.07,64.75,65.68
2023-04-05,147.02,150.06,147.02,149.12,149.12,8223825,6.82,63.75,56.22
2023-04-04,145.59,146.375,142.77,146.31,146.31,6954973,2.85,57.26,45.66
2023-04-03,145.0,146.8,144.5075,146.76,146.76,5674617,2.09,58.82,55.06
2023-03-31,144.9,145.28,144.48,144.84,144.84,5228312,-0.77,53.82,55.43
2023-03-30,144.34,145.1,143.82,144.57,144.57,4601946,2.12,53.08,56.14
2023-03-29,143.86,144.06,143.46,143.81,143.81,3965030,2.30,51.01,49.50
2023-03-28,143.57,143.95,142.63,142.79,142.79,3462555,-1.63,48.17,43.77
2023-03-27,143.41,144.855,143.01,143.9,143.9,4945945,0.89,51.17,48.42
2023-03-24,141.905,142.93,140.72,142.54,142.54,4407108,2.81,47.45,42.77
2023-03-23,143.01,143.85,141.165,142.3,142.3,6064404,2.79,46.78,47.96
2023-03-22,144.95,145.68,143.42,143.46,143.46,4630624,2.37,49.60,54.03
2023-03-21,146.18,146.635,144.25,144.67,144.67,5559218,1.49,52.67,54.10
