datetime,open,high,low,close,adjusted_close,volume,mom,rsi,mfi
2023-07-31,60.35,60.5,59.62,59.97,59.97,1063000,1.01,50.80,40.35
2023-07-28,60.19,60.4,59.63,60.15,60.15,1319690,0.70,51.93,46.53
2023-07-27,61.14,61.149,59.64,59.82,59.82,1611209,-0.34,50.04,47.07
2023-07-26,61.0,61.74,60.9801,61.32,61.32,714081,0.81,59.98,47.92
2023-07-25,61.06,61.446,60.83,61.0,61.0,643631,0.85,58.34,40.26
2023-07-24,61.7,61.7,60.84,61.15,61.15,609233,2.22,59.40,47.82
2023-07-21,61.07,61.84,60.68,61.56,61.56,850805,3.53,62.26,51.73
2023-07-20,60.12,60.91,59.466,60.73,60.73,770939,2.04,58.50,53.88
2023-07-19,59.24,60.01,59.09,59.78,59.78,1121062,0.18,53.58,47.78
2023-07-18,59.48,60.09,58.27,58.96,58.96,975585,-0.79,48.70,40.95
2023-07-17,59.91,60.15,59.045,59.45,59.45,785167,0.65,51.72,47.68
2023-07-14,60.31,60.45,59.71,60.16,60.16,1259286,1.74,56.41,54.80
2023-07-13,60.09,60.51,59.98,60.51,60.51,852363,2.95,58.86,54.75
2023-07-12,59.13,60.31,59.0291,60.15,60.15,1256481,2.45,57.08,49.85
2023-07-11,58.29,58.96,58.12,58.93,58.93,693697,0.21,50.32,42.33
2023-07-10,58.78,58.78,57.57,58.03,58.03,1204743,-0.53,44.32,36.26
2023-07-07,59.5,59.5,58.64,58.69,58.69,1405785,1.38,48.30,48.10
2023-07-06,59.39,59.88,58.73,59.6,59.6,1422098,1.30,54.56,55.05
2023-07-05,58.69,60.135,58.4208,59.75,59.75,1408038,0.74,55.66,55.93
2023-07-03,58.33,58.83,58.0901,58.8,58.8,522389,-0.05,49.67,48.67
2023-06-30,57.65,58.705,57.61,58.42,58.42,1591177,-0.89,47.01,44.22
2023-06-29,57.27,57.926,57.02,57.56,57.56,1126466,-2.05,40.39,36.18
2023-06-28,58.82,58.82,57.535,57.7,57.7,990819,-1.22,41.16,43.01
2023-06-27,58.66,59.0,58.43,58.72,58.72,1107537,-0.53,47.33,49.04
2023-06-26,57.6,58.665,57.52,58.56,58.56,1516592,-0.93,46.15,49.34
2023-06-23,58.73,58.94,57.215,57.31,57.31,1321703,-2.09,35.76,48.34
2023-06-22,59.29,59.49,58.24,58.3,58.3,732828,-1.47,41.68,55.64
2023-06-21,58.65,59.2,57.86,59.01,59.01,1147628,-0.68,46.84,53.86
2023-06-20,59.51,59.57,58.575,58.85,58.85,1476058,0.25,45.42,61.71
2023-06-16,59.56,60.175,59.23,59.31,59.31,2717198,1.10,48.90,68.58
2023-06-15,59.12,59.76,59.075,59.61,59.61,1117289,1.88,51.27,59.84
2023-06-14,59.38,59.76,58.73,58.92,58.92,1144327,1.72,45.63,53.47
2023-06-13,59.16,59.58,58.83,59.25,59.25,1160845,1.40,48.11,53.85
2023-06-12,59.46,59.695,59.1394,59.49,59.49,1106688,2.47,49.93,53.78
2023-06-09,59.8,60.0187,59.35,59.4,59.4,1258992,1.94,49.26,55.11
2023-06-08,59.75,60.13,59.37,59.77,59.77,1299913,2.39,51.92,64.23
2023-06-07,58.71,60.01,58.275,59.69,59.69,1195847,1.49,51.39,57.83
2023-06-06,58.38,58.84,58.175,58.6,58.6,1219845,-0.15,43.58,50.50
