,Ticker
1928,STRM
1929,AVRO
1930,CLOE
1931,ADES
1932,IPWR
1933,SLDPW
1934,BCLI
1935,CLSD
1936,DARE
1937,VTGN
1938,TAYD
1939,LFVN
1940,LUCD
1941,CSPI
1942,TPCS
1943,BBLGW
1944,LGVN
1945,TIL
1946,ARKR
1947,ICAD
1948,RSSS
1949,GEG
1950,SCTL
1951,FEIM
1952,TOI
1953,INKT
1954,QMCO
1955,PPSI
1956,VANI
1957,KSCP
1958,NHTC
1959,VIA
1960,APCX
1961,NERV
1962,LPTH
1963,DTIL
1964,KTCC
1965,RKDA
1966,MVLA
1967,AEYE
1968,HOOK
1969,ROSE
1970,CELL
1971,RDI
1972,ITAQ
1973,GOEVW
1974,RVYL
1975,CSSE
1976,PDEX
1977,SSIC
1978,HOUR
1979,BAFN
1980,HLTH
1981,DYAI
1982,HSON
1983,XOS
1984,GIFI
1985,LRFC
1986,ICMB
1987,SRTS
1988,CLNN
1989,CELU
1990,SELF
1991,LIDR
1992,ASRV
1993,CETY
1994,MOVE
1995,SURF
1996,DUNE
1997,DUNEU
1998,LOAN
1999,ONDS
2000,REFR
2001,VIRX
2002,FARM
2003,SDIG
2004,GAIA
2005,HNNA
2006,FRBK
2007,RAIL
2008,FLNT
2009,MYMD
2010,RZLT
2011,OESX
2012,ASMB
2013,LTRN
2014,NXPL
2015,VWE
2016,RCAT
2017,ICCH
2018,ESOA
2019,CURI
2020,NSTS
2021,STIM
