timestamp;status_code;length;Ticker;Offset
2023-08-17 10:24:59;200;796;DLTR;0
2023-08-17 10:25:00;200;5227;GFS;0
2023-08-17 10:25:01;200;7539;DDOG;0
2023-08-17 10:25:03;200;458;ILMN;0
2023-08-17 10:25:05;200;4697;CDW;0
2023-08-17 10:25:06;200;2890;ALGN;0
2023-08-17 10:25:08;200;6081;FANG;0
2023-08-17 10:25:10;200;447;ANSS;0
2023-08-17 10:25:11;200;1791;BATRA;0
2023-08-17 10:25:12;200;791;MDB;0
2023-08-17 10:25:13;200;7196;SABRP;0
2023-08-17 10:25:14;200;3280;HBANP;0
2023-08-17 10:25:16;200;606;TROW;0
2023-08-17 10:25:19;200;3581;DKNG;0
2023-08-17 10:25:28;200;725;NDAQ;0
2023-08-17 10:25:29;200;3599;WBA;0
2023-08-17 10:25:30;200;506;MPWR;0
2023-08-17 10:25:31;200;13119;SBAC;0
2023-08-17 10:25:32;200;4972;SYM;0
2023-08-17 10:25:34;200;3566;TSCO;0
2023-08-17 10:25:35;200;671;TTWO;0
2023-08-17 10:25:36;200;5863;EBAY;0
2023-08-17 10:25:37;200;6127;ULTA;0
2023-08-17 10:25:38;200;4583;ALNY;0
2023-08-17 10:25:40;200;618;FSLR;0
2023-08-17 10:25:41;200;4167;VRSN;0
2023-08-17 10:25:42;200;1791;BATRK;0
2023-08-17 10:25:43;200;618;FCNCA;0
2023-08-17 10:25:44;200;4357;ZS;0
2023-08-17 10:25:46;200;3147;JBHT;0
2023-08-17 10:25:47;200;23490;RIVN;0
2023-08-17 10:25:48;200;708;ZM;0
2023-08-17 10:25:49;200;4515;TW;0
2023-08-17 10:25:51;200;26459;COIN;0
2023-08-17 10:25:52;200;6170;ENPH;0
2023-08-17 10:25:54;200;8543;PFG;0
2023-08-17 10:25:55;200;3051;HOLX;0
2023-08-17 10:25:56;200;3621;FITB;0
2023-08-17 10:25:57;200;7887;RPRX;0
2023-08-17 10:25:59;200;6184;SIRI;0
2023-08-17 10:26:00;200;493;STLD;0
2023-08-17 10:26:01;200;3621;FITBI;0
2023-08-17 10:26:04;200;5254;LPLA;0
2023-08-17 10:26:05;200;8039;SWKS;0
2023-08-17 10:26:06;200;6481;PTC;0
2023-08-17 10:26:07;200;3177;EXPD;0
2023-08-17 10:26:08;200;2734;WMG;0
2023-08-17 10:26:10;200;3353;UAL;0
2023-08-17 10:26:11;200;5767;BMRN;0
2023-08-17 10:26:12;200;3607;HBAN;0
2023-08-17 10:26:14;200;3568;CINF;0
2023-08-17 10:26:15;200;762;FITBP;0
2023-08-17 10:26:16;200;4922;FOXA;0
2023-08-17 10:26:18;200;499;NTAP;0
2023-08-17 10:26:20;200;1703;SPLK;0
2023-08-17 10:26:21;200;1531;NTRS;0
2023-08-17 10:26:23;200;5359;TER;0
2023-08-17 10:26:24;200;3087;EXPE;0
2023-08-17 10:26:25;200;3002;AKAM;0
2023-08-17 10:26:26;200;8139;PODD;0
2023-08-17 10:26:27;200;4922;FOX;0
2023-08-17 10:26:28;200;793;LCID;0
2023-08-17 10:26:29;200;510;AXON;0
2023-08-17 10:26:30;200;5952;EXAS;0
2023-08-17 10:26:31;200;894;AGNCN;0
2023-08-17 10:26:32;200;892;ENTG;0
2023-08-17 10:26:34;200;4432;INCY;0
2023-08-17 10:26:35;200;1565;POOL;0
2023-08-17 10:26:36;200;3096;LKQ;0
2023-08-17 10:26:37;200;9235;SMCI;0
2023-08-17 10:26:38;200;685;CELH;0
2023-08-17 10:26:39;200;4429;AGNCO;0
2023-08-17 10:26:41;200;8564;SSNC;0
2023-08-17 10:26:42;200;8537;QRTEP;0
2023-08-17 10:26:43;200;2817;BSY;0
2023-08-17 10:26:44;200;894;AGNCM;0
2023-08-17 10:26:44;200;864;FITBO;0
2023-08-17 10:26:45;200;1791;LSXMB;0
2023-08-17 10:26:46;200;3085;APP;0
2023-08-17 10:26:48;200;4620;TRMB;0
2023-08-17 10:26:49;200;3514;NDSN;0
2023-08-17 10:26:50;200;13852;APA;0
2023-08-17 10:26:51;200;1791;LSXMK;0
2023-08-17 10:26:52;200;1970;WDC;0
2023-08-17 10:26:53;200;5259;LBRDA;0
2023-08-17 10:26:54;200;5933;ZBRA;0
2023-08-17 10:26:55;200;1791;LSXMA;0
