timestamp;status_code;length;Ticker;Offset
2023-08-16 13:22:13;200;10131;AAPL;0
2023-08-16 13:22:14;200;2415;MSFT;0
2023-08-16 13:22:15;200;11446;GOOG;0
2023-08-16 13:22:17;200;4994;GOOGL;0
2023-08-16 13:22:19;200;10810;AMZN;0
2023-08-16 13:26:08;200;3467992;AAPL;0
2023-08-16 13:26:12;200;4161769;MSFT;0
2023-08-16 13:26:16;200;3306158;GOOG;0
2023-08-16 13:26:20;200;3182291;GOOGL;0
2023-08-16 13:26:24;200;3753897;AMZN;0
2023-08-16 13:26:30;200;3783447;NVDA;0
2023-08-16 13:26:36;200;3631626;META;0
2023-08-16 13:26:41;200;2923917;TSLA;0
2023-08-16 13:26:48;200;4102799;AVGO;0
2023-08-16 13:26:57;200;5215840;PEP;0
2023-08-16 13:27:03;200;3276554;COST;0
2023-08-16 13:27:09;200;4081382;ADBE;0
2023-08-16 13:27:16;200;4774583;CSCO;0
2023-08-16 13:27:23;200;4165470;CMCSA;0
2023-08-16 13:27:29;200;2961830;NFLX;0
2023-08-16 13:27:35;200;3489523;AMD;0
2023-08-16 13:27:41;200;3785373;TMUS;0
2023-08-16 13:27:46;200;2919724;TXN;0
2023-08-16 13:27:52;200;3301070;INTC;0
2023-08-16 13:27:57;200;2736655;INTU;0
2023-08-16 13:28:04;200;4088165;AMGN;0
2023-08-16 13:28:12;200;4332734;QCOM;0
2023-08-16 13:28:17;200;2437492;HON;0
2023-08-16 13:28:22;200;2609010;AMAT;0
2023-08-16 13:28:29;200;3566309;SBUX;0
2023-08-16 13:28:35;200;2379841;BKNG;0
2023-08-16 13:28:40;200;1835088;ISRG;0
2023-08-16 13:28:44;200;1385157;ADP;0
2023-08-16 13:28:49;200;2789750;MDLZ;0
2023-08-16 13:28:56;200;4060345;GILD;0
2023-08-16 13:29:02;200;2327267;ADI;0
2023-08-16 13:29:10;200;2608960;VRTX;0
2023-08-16 13:29:16;200;1925363;LRCX;0
2023-08-16 13:29:22;200;4783347;REGN;0
2023-08-16 13:29:29;200;2835982;ABNB;0
2023-08-16 13:29:37;200;4092036;MU;0
2023-08-16 13:29:42;200;1511767;CME;0
2023-08-16 13:29:46;200;1180422;EQIX;0
2023-08-16 13:29:53;200;3724498;ATVI;0
2023-08-16 13:30:02;200;4024249;PYPL;0
2023-08-16 13:30:07;200;723097;KLAC;0
2023-08-16 13:30:14;200;2803985;PANW;0
2023-08-16 13:30:19;200;1530925;SNPS;0
2023-08-16 13:30:25;200;1547433;CHTR;0
2023-08-16 13:30:30;200;2071977;CDNS;0
2023-08-16 13:30:36;200;1628368;CSX;0
2023-08-16 13:30:41;200;1282175;MNST;0
2023-08-16 13:30:47;200;2644057;MAR;0
2023-08-16 13:30:53;200;1471444;WDAY;0
2023-08-16 13:30:58;200;907972;ORLY;0
2023-08-16 13:31:03;200;1313966;ROP;0
2023-08-16 13:31:08;200;1139790;CTAS;0
2023-08-16 13:31:13;200;1042215;KDP;0
2023-08-16 13:31:20;200;3483375;FTNT;0
2023-08-16 13:31:25;200;728872;ODFL;0
2023-08-16 13:31:31;200;1791175;MCHP;0
2023-08-16 13:31:36;200;1390223;ADSK;0
2023-08-16 13:31:41;200;1342395;PAYX;0
