datetime,open,high,low,close,adjusted_close,volume,mom,rsi,mfi
2023-07-31,74.5,76.94,74.5,76.86,76.86,1932700,6.02,65.29,59.84
2023-07-28,71.21,74.11,71.11,73.98,73.98,1767500,3.13,58.51,60.32
2023-07-27,72.5,72.7,70.02,70.31,70.31,1224800,-0.38,46.05,60.39
2023-07-26,70.73,72.1,70.25,71.41,71.41,2543100,-2.12,50.25,64.21
2023-07-25,70.96,71.93,70.42,70.53,70.53,1198900,-0.42,46.64,57.13
2023-07-24,70.2,71.057,69.63,70.5,70.5,1441700,-0.09,46.51,58.15
2023-07-21,70.57,71.09,69.64,70.0,70.0,1893000,0.26,44.53,53.84
2023-07-20,69.7,70.5,69.3,69.76,69.76,2603900,1.23,43.60,54.15
2023-07-19,71.66,73.16,69.845,70.37,70.37,3157100,1.80,45.40,55.18
2023-07-18,70.69,71.197,69.93,70.84,70.84,3107500,0.50,46.78,54.36
2023-07-17,70.71,72.18,70.26,70.85,70.85,3219400,1.59,46.81,55.95
2023-07-14,73.7,74.44,70.42,70.69,70.69,2565300,1.34,46.33,59.47
2023-07-13,71.59,73.78,71.41,73.53,73.53,2707200,4.36,54.40,60.81
2023-07-12,71.81,71.95,69.74,70.95,70.95,2036300,1.36,46.55,52.43
2023-07-11,69.85,70.67,68.695,70.59,70.59,2496400,1.36,45.32,42.14
2023-07-10,68.27,70.38,68.09,69.74,69.74,1915200,0.11,42.44,34.09
2023-07-07,69.09,69.61,68.41,68.53,68.53,1265000,-0.72,38.13,39.04
2023-07-06,68.98,69.0,67.72,68.57,68.57,2135200,-2.42,38.22,41.54
2023-07-05,68.97,70.5,68.13,70.34,70.34,2006900,-0.01,42.22,40.57
2023-07-03,69.67,70.5,68.67,69.26,69.26,1396600,-4.09,38.58,44.46
2023-06-30,69.5,70.98,69.21,69.35,69.35,2126500,-6.40,38.77,49.81
2023-06-29,69.54,69.87,68.685,69.17,69.17,2002800,-7.01,38.21,43.54
2023-06-28,69.32,70.18,68.52,69.59,69.59,2643800,-4.83,38.98,43.34
2023-06-27,69.77,70.332,68.69,69.23,69.23,2251300,-6.84,37.98,36.44
2023-06-26,69.29,70.4,68.67,69.63,69.63,1454700,-3.46,38.63,43.54
2023-06-23,70.17,70.42,69.19,69.25,69.25,2002500,-2.15,37.69,39.70
2023-06-22,69.73,71.02,68.9,70.99,70.99,1969900,-0.46,40.33,50.40
2023-06-21,72.63,73.085,69.21,70.35,70.35,3848000,-1.68,38.87,36.00
2023-06-20,74.49,75.98,73.33,73.35,73.35,1994900,0.71,43.52,44.65
2023-06-16,76.97,77.3,74.75,75.75,75.75,3922800,3.74,47.77,49.26
